#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#designation, ZooniverseID, SciTeamFollowUp, SciTeamComment, goodFraction, classifiers, good, multi, oval, empty, extended, shift, state, twentyBad, twentyGood, twentyShift, majBad, majGood, majShift, pluralBad, pluralGood, pluralShift, avgBad, avgGood, avgShift, RA, Dec, glon, glat, w1mpro, w1sigmpro, w2mpro, w2sigmpro, w3mpro, w3sigmpro, w4mpro, w4sigmpro, j_m_2mass, j_msig_2mass, h_m_2mass, h_msig_2mass, k_m_2mass, k_msig_2mass, j_h, h_k, A_Vmag, A_B_V, A_Bmag, A_gMag, A_rMag, A_iMag, A_Verr, A_B_Verr, A_Berr, A_gErr, A_rErr, A_iErr, A_objid, A_dstArcSec, A_contamination, G_source_id, G_parallax, G_parallax_error, G_parallax_over_error, G_pmra, G_pmra_error, G_pmdec, G_pmdec_error, G_astrometric_n_good_obs_al, G_astrometric_chi2_al, G_visibility_periods_used, G_phot_g_mean_flux_over_error, G_phot_g_mean_mag, G_phot_bp_mean_flux_over_error, G_phot_bp_mean_mag, G_phot_rp_mean_flux_over_error, G_phot_rp_mean_mag, G_phot_bp_rp_excess_factor, G_radial_velocity, G_radial_velocity_error, G_objid, G_dstArcSec, G_contamination, P_objid, P_gMeanPSFMag, P_gMeanPSFMagErr, P_iMeanPSFMag, P_iMeanPSFMagErr, P_rMeanPSFMag, P_rMeanPSFMagErr, P_yMeanPSFMag, P_yMeanPSFMagErr, P_zMeanPSFMag, P_zMeanPSFMagErr, P_nDetections, P_dstArcSec, P_contamination, T_id, T_pmRA, T_e_pmRA, T_pmDEC, T_e_pmDEC, T_PMflag, T_plx, T_e_plx, T_PARflag, T_dstArcSec, T_contamination, fileNPath, objid, ZooniverseURL
#@string, string, string, string, float, int, int, int, int, int, int, int, string, float, float, float, float, float, float, float, float, float, float, float, float, ra, dec, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, int, string, float, float, float, float, float, float, float, int, float, int, float, float, float, float, float, float, float, float, float, string, float, int, string, float, float, float, float, float, float, float, float, float, float, int, float, int, string, float, float, float, float, string, float, float, string, float, int, string, int, string
designation,ZooniverseID,SciTeamFollowUp,SciTeamComment,goodFraction,classifiers,good,multi,oval,empty,extended,shift,state,twentyBad,twentyGood,twentyShift,majBad,majGood,majShift,pluralBad,pluralGood,pluralShift,avgBad,avgGood,avgShift,ra,dec,glon,glat,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,j_h,h_k,A_Vmag,A_B_V,A_Bmag,A_gMag,A_rMag,A_iMag,A_Verr,A_B_Verr,A_Berr,A_gErr,A_rErr,A_iErr,A_objid,A_dstArcSec,A_contamination,G_source_id,G_parallax,G_parallax_error,G_parallax_over_error,G_pmra,G_pmra_error,G_pmdec,G_pmdec_error,G_astrometric_n_good_obs_al,G_astrometric_chi2_al,G_visibility_periods_used,G_phot_g_mean_flux_over_error,G_phot_g_mean_mag,G_phot_bp_mean_flux_over_error,G_phot_bp_mean_mag,G_phot_rp_mean_flux_over_error,G_phot_rp_mean_mag,G_phot_bp_rp_excess_factor,G_radial_velocity,G_radial_velocity_error,G_objid,G_dstArcSec,G_contamination,P_objid,P_gMeanPSFMag,P_gMeanPSFMagErr,P_iMeanPSFMag,P_iMeanPSFMagErr,P_rMeanPSFMag,P_rMeanPSFMagErr,P_yMeanPSFMag,P_yMeanPSFMagErr,P_zMeanPSFMag,P_zMeanPSFMagErr,P_nDetections,P_dstArcSec,P_contamination,T_id,T_pmRA,T_e_pmRA,T_pmDEC,T_e_pmDEC,T_PMflag,T_plx,T_e_plx,T_PARflag,T_dstArcSec,T_contamination,fileNPath,objid,ZooniverseURL
J183707.47+320831.1,AWI0005btx,,,NaN,7,5,0,1,0,2,0,active,3.0371,94.993,1.9699,40.9254,58.8629,0.2118,8.7876,91.1562,0.0562,17.58337,81.6707,0.7459667,279.2811322,32.1419846,60.9347981,16.8356331,7.087,0.049,7.088,0.02,6.715,0.016,6.335,0.05,8.319,0.02,7.432,0.026,7.153,0.023,0.887,0.279000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2090891032906302720,0.172017628287869,0.0468037805108131,3.675293,-2.02055465826651,0.079873937375025,1.4080191106802,0.0805838985225121,241,1669.626,15,289.9526,11.54901,46.93115,13.24163,120.0069,10.30599,1.492765,-282.725561180746,0.478258870959747,2090891032906302720,0.0198431825662674,1,146572792811520983,14.0183,0.026451,10.866,-999,12.053,-999,9.781,-999,10.163,-999,71,0.0347361209837467,67,27979063,-3.6,2,4.7,2.9,ucac4,NaN,NaN,,0.057954496566817,0,WZ_advanced_seds_N15_20/229772.png,229772,https://talk.diskdetective.org/#/subjects/AWI0005btx
J190103.95+870344.5,AWI0005d7b,,,NaN,0,0,0,0,0,0,0,inactive,0.3303,98.662,1.0077,3.8599,96.0957,0.0444,2.6639,97.2818,0.0543,2.2847,97.3465,0.3688,285.2664781,87.0623848,119.6384736,26.9665688,7.041,0.046,7.051,0.02,6.468,0.016,6.444,0.054,8.493,0.029,7.612,0.04,7.309,0.026,0.881,0.303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2305054801111900416,0.153197071672663,0.0228383629212857,6.707883,-3.12212115945646,0.0445281070958601,4.90142749979876,0.0435945626983679,190,360.6018,17,213.1902,11.15187,53.46115,12.20679,76.08162,10.13956,1.359772,-239.56295287294,0.79196603481212,2305054801111900416,0.0264512811492823,1,212472852661465760,12.944,-999,10.654,-999,11.418,-999,9.88,-999,10.161,-999,57,0.101533895945003,29,417617749,-2.8,1.3,3.7,1.5,ucac4,NaN,NaN,,0.174577856837456,0,WZ_advanced_seds_N25_30/230485.png,230485,https://talk.diskdetective.org/#/subjects/AWI0005d7b
J194259.20+332815.1,AWI0002bv5,,,NaN,0,0,0,0,0,0,0,inactive,53.0462,45.2813,1.6725,51.1875,48.7267,0.0858,53.312,46.6125,0.0754,52.51523,46.8735,0.6112334,295.7466785,33.4708822,68.2285284,4.9279967,6.746,0.069,6.859,0.021,6.541,0.016,6.278,0.047,8.112,0.02,7.192,0.023,6.857,0.02,0.92,0.335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2046934821468379392,0.288282820545322,0.0612768077315735,4.704599,-5.31893466389645,0.101966642079095,-7.3543075433616,0.115051425107575,239,2220.729,17,179.6625,11.40438,48.04546,13.18627,106.0568,10.12645,1.524318,17.9285556424849,0.486067007884725,2046934821468379392,0.0298248363382463,16,148162957467525713,13.4137,0.020717,10.772,-999,11.772,-999,9.708,-999,10.06,-999,58,0.0700834940810087,52,71779166,-4,9.4,1.6,9.4,ucac4,NaN,NaN,,0.217866596184314,0,,113409,https://talk.diskdetective.org/#/subjects/AWI0002bv5
J202450.07+280116.3,AWI0004y2a,,,NaN,3,2,1,0,0,0,0,active,7.9935,91.0554,0.9512,8.0329,91.936,0.0311,6.983,92.9851,0.0319,7.6698,91.99216,0.3380667,306.2086573,28.0212125,68.4103833,-5.5757073,6.018,0.099,5.735,0.045,4.434,0.015,3.435,0.023,7.719,0.019,6.632,0.017,6.255,0.02,1.087,0.377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,1860083922837103616,0.402293916497292,0.0760436110549761,5.290305,1.46800763524557,0.114364356002663,-4.5411259573272,0.113971015837485,352,4150.767,17,401.1735,11.45666,82.29813,13.75597,179.2317,10.12246,1.544005,-41.7594408912188,0.378554289302316,1860083922837103616,0.0948563860121194,3,141623062086806010,14.2476,0.003345,10.949,-999,12.496,-999,9.454,-999,9.963,-999,37,0.105324322896227,34,436095753,-4.4,5,-3.8,1,ucac4,NaN,NaN,,0.0158826937554372,0,,233984,https://talk.diskdetective.org/#/subjects/AWI0004y2a
J073208.46-325319.6,AWI0004nou,,,NaN,0,0,0,0,0,0,0,inactive,34.7378,57.9416,7.3207,59.9745,38.1496,1.8759,36.5095,60.7672,2.7233,43.7406,52.28613,3.9733,113.0352915,-32.8887969,246.6176099,-6.6364669,7.651,0.029,7.722,0.02,7.364,0.018,7.054,0.082,9.155,0.034,8.176,0.063,7.822,0.023,0.978999999999999,0.354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5592143420503624192,0.197055222774022,0.0521673363360823,3.777368,-0.313534078475939,0.0844012198379369,1.5019965280659,0.087063793182162,232,1673.742,16,189.4088,12.49881,34.58971,14.41173,72.35555,11.20106,1.533638,54.8022724440073,0.857191593111211,5592143420503624192,0.0171185725910621,4,68531130357713375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1.77815231109251,5,113112211,1.5,1,-1.5,1,ucac4,NaN,NaN,,0.163930852174162,1,,235579,https://talk.diskdetective.org/#/subjects/AWI0004nou
J221700.20+552752.0,AWI00034i2,,,NaN,0,0,0,0,0,0,0,inactive,24.0226,72.7993,3.1781,31.4711,68.0857,0.4432,21.2974,78.335,0.3676,25.59703,73.07333,1.329633,334.250844,55.4644591,102.210979,-1.0680061,6.559,0.069,6.636,0.02,6.425,0.015,6.112,0.039,8.443,0.039,7.211,0.036,6.774,0.02,1.232,0.437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2005916273203078656,0.265195290442812,0.0739959452298591,3.583916,-3.30134244367976,0.139222437651027,-1.62928637642255,0.123858428411699,190,1701.425,14,536.9773,12.28589,103.0531,14.50068,283.1597,10.91758,1.597613,-54.7542393853478,0.425015471552466,2005916273203078656,0.00885944457912838,1,174553342509198056,15.3017,0.022131,11.597,-999,12.901,-999,10.203,-999,10.677,-999,64,0.0320549593959705,41,331069479,12.5,6.9,-0.3,6.6,ucac4,NaN,NaN,,0.135045614834115,1,,121444,https://talk.diskdetective.org/#/subjects/AWI00034i2
J192921.69+295545.0,AWI0002n7a,,,NaN,0,0,0,0,0,0,0,inactive,38.0902,59.5039,2.4059,63.7054,36.2085,0.0861,64.2394,35.7004,0.0601,55.345,43.80427,0.8507,292.3403789,29.9291785,63.7104935,5.7654971,7.551,0.027,7.678,0.019,7.092,0.016,6.44,0.063,9.089,0.022,8.107,0.026,7.769,0.024,0.982000000000001,0.337999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2038627427007203200,0.297856573068683,0.0571582982900847,5.211082,-2.56320864643013,0.0965502945113309,-5.26258156324437,0.0903681650003425,236,1753.608,16,217.3349,12.41472,37.33253,14.37753,80.94463,11.12068,1.523189,-3.32523699680435,0.570191515937727,2038627427007203200,0.0635001437565648,8,143912923405125821,14.5946,0.000872,11.899,-999,12.979,-999,10.744,-999,11.123,-999,62,0.024732569422851,40,112358941,-13.3,6.6,6.3,6.5,ucac4,NaN,NaN,,0.0443524266685505,1,,124559,https://talk.diskdetective.org/#/subjects/AWI0002n7a
J191051.71+342333.9,AWI00059up,,,NaN,0,0,0,0,0,0,0,inactive,8.4114,88.9435,2.645,35.8112,63.8317,0.3571,11.9823,87.9087,0.109,18.73497,80.22797,1.037033,287.7154768,34.3927517,65.9620125,11.2681526,7.181,0.045,7.232,0.02,6.882,0.016,6.56,0.067,8.579,0.069,7.63,0.047,7.336,0.02,0.949000000000001,0.294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2044320427641576832,0.175151909345524,0.0537636445318708,3.257813,-3.60546594952225,0.0844070535536942,-3.71935347372649,0.0869015168435055,222,1598.399,14,200.0751,11.54471,36.62221,13.16039,94.1916,10.33614,1.462283,-68.8995299538764,0.647404616102502,2044320427641576832,0.0877760045595528,1,149272877153941797,13.373,-999,10.885,-999,11.729,-999,10.017,-999,10.329,-999,66,0.206626713922603,40,426122094,1.4,2.7,-4.2,2.2,ucac4,NaN,NaN,,0.128661618024529,0,WZ_advanced_seds_N10_15/254111.png,254111,https://talk.diskdetective.org/#/subjects/AWI00059up
J201310.73+314926.6,AWI000344b,MAYBE (Joe),"other comments:
Classic SED for YSO. H-alpha emission.Thinly extended. VSX (-).CRTS out of range. W3 excess is < 3s (0.152), but W4 extension is of the thin, even type that's OK for Debris disds.Contamination and confusion flags hh00; extended object flag 0.Get Science t
followup justification:
Possible YSO disk, needs spectral type.  Slightly extended in DD WISE 4 image.
flags:
5.2, 8.3",0.625,8,5,0,0,0,3,0,active,11.8305,79.5793,8.5903,18.4575,80.9637,0.5788,7.6208,91.8036,0.5756,12.63627,84.11553,3.248233,303.2947362,31.824065,70.1422341,-1.3510377,7.073,0.041,7.235,0.02,7.045,0.03,5.398,0.058,8.955,0.018,7.779,0.017,7.363,0.02,1.176,0.415999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2054044577195356672,0.489465163459155,0.0686801713867298,7.126732,-5.1311329113752,0.103484877929223,-9.24098276091006,0.101042585432026,288,2833.575,16,2501.873,12.86372,191.0909,14.89049,405.659,11.51921,1.583057,14.0669294086694,0.375969621475611,2054044577195356672,0.0801657178498273,1,146183032947269480,16.0349,0.010897,12.104,-999,13.366,-999,10.746,-999,11.204,-999,62,0.141948210303039,27,276154093,-2.1,4.7,-15.1,4.4,ucac4,NaN,NaN,,0.0435713795478643,0,,142661,https://talk.diskdetective.org/#/subjects/AWI000344b
J183552.26+334556.6,AWI0005btp,,,NaN,0,0,0,0,0,0,0,inactive,1.0816,98.0809,0.8375,4.3043,95.664,0.0317,2.5741,97.4028,0.023,2.653333,97.04923,0.2974,278.9677878,33.765736,62.4148408,17.677052,6.367,0.083,6.385,0.025,6.099,0.015,5.714,0.039,7.572,0.018,6.787,0.112,6.481,9.995,0.785,0.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2094332671797784704,0.300299840181737,0.0355986009674974,8.43572,0.121392526834404,0.0601319213365522,-2.06093011755342,0.0645801067184954,182,606.3365,17,241.7475,10.52353,48.35376,12.03363,106.8876,9.368836,1.416412,-18.5842257685608,0.422341267133111,2094332671797784704,0.0371196951958187,0,148512789677329410,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0.0364562020585128,64,27857701,-1.1,1.5,-4.1,1.9,ucac4,NaN,NaN,,0.17943719536832,0,WZ_advanced_seds_N15_20/261543.png,261543,https://talk.diskdetective.org/#/subjects/AWI0005btp
J184414.60+333953.7,AWI0005bun,,,NaN,0,0,0,0,0,0,0,inactive,0.8018,98.3449,0.8534,4.2729,95.7071,0.02,3.1613,96.8215,0.0172,2.745333,96.95783,0.2968667,281.0608691,33.6649353,62.9913437,16.022706,6.902,0.055,6.908,0.019,6.579,0.015,6.292,0.047,8.197,0.021,7.306,0.016,7.028,0.017,0.890999999999999,0.278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2091446973472717952,0.244548414198596,0.0408035101294816,5.993318,-5.61192088084164,0.0684895689971616,-4.49020540691565,0.0808119652660116,220,1143.115,16,148.1952,11.07889,30.61675,12.52845,71.20872,9.91774,1.434239,-28.7194999493827,0.418986035172047,2091446973472717952,0.0893156585880754,0,148392810609128479,13.118,-999,10.616,-999,11.496,-999,9.689,-999,9.998,-999,62,0.0939419440640384,42,68627478,-9.2,2.6,-5,2.1,ucac4,NaN,NaN,,0.105571041032801,0,WZ_advanced_seds_N15_20/270282.png,270282,https://talk.diskdetective.org/#/subjects/AWI0005bun
J192056.95+663746.7,AWI0005csc,,,NaN,9,7,0,0,0,2,0,active,0.1758,99.1232,0.701,3.325,96.6465,0.0285,2.2388,97.7332,0.028,1.9132,97.8343,0.2525,290.2373152,66.6296638,97.8425202,21.9157398,6.475,0.071,6.468,0.022,6.028,0.015,5.545,0.029,7.735,0.023,6.831,0.021,6.575,0.017,0.904,0.256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2254855704394652672,0.188651521826645,0.0399262497052519,4.725,-2.89737729935176,0.0809480085123718,-3.57425474290529,0.0688451503607373,158,658.9694,13,299.1717,10.88585,899.2451,12.65986,1203.506,9.714656,1.395942,-52.6496592876913,0.424104717559662,2254855704394652672,0.100244312209714,2,187952902374686291,12.557,-999,10.104,-999,10.949,-999,9.218,-999,9.522,-999,34,0.119142383196087,55,259036008,-3,2,-18.3,3.1,ucac4,NaN,NaN,,0.119241254854604,0,WZ_advanced_seds_N20_25/271831.png,271831,https://talk.diskdetective.org/#/subjects/AWI0005csc
J182442.40+344023.1,AWI0005cqj,,,NaN,0,0,0,0,0,0,0,inactive,1.4393,97.1606,1.4001,8.4744,91.4283,0.0974,4.6709,95.2663,0.0628,4.861533,94.6184,0.5201,276.176674,34.6730918,62.4600951,20.1564612,6.713,0.072,6.796,0.021,6.437,0.015,6.12,0.044,8.005,0.02,7.125,0.018,6.821,0.016,0.880000000000001,0.304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4593379978758640256,0.280989307438075,0.0512766390652188,5.47987,-2.52771672426071,0.0871934797373591,-5.4903954231362,0.0988733231061478,260,2549.578,17,155.4752,11.07155,26.07486,12.69249,62.60379,9.842116,1.486639,23.6123752960685,1.3068486655855,4593379978758640256,0.0298629962443703,0,149602761765628343,13.26,-999,10.581,-999,11.545,-999,9.562,-999,9.892,-999,76,0.0248775128655316,54,23985389,-3.4,2.2,NaN,3.5,ucac4,NaN,NaN,,0.0622069403617537,0,WZ_advanced_seds_N20_25/286295.png,286295,https://talk.diskdetective.org/#/subjects/AWI0005cqj
J191604.37+305859.3,AWI0005lt2,,,NaN,0,0,0,0,0,0,0,inactive,34.5545,61.2968,4.1487,41.4918,57.8308,0.6774,17.6756,81.5794,0.7449,31.24063,66.90234,1.857,289.018212,30.983166,63.332389,8.7937555,7.01,0.053,7.134,0.02,6.931,0.016,6.615,0.057,8.386,0.024,7.424,0.033,7.098,0.016,0.961999999999999,0.326000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2039856788390130688,0.258309443759282,0.0484553702700839,5.330873,-2.32345054915437,0.0754691859389723,-5.64886933328333,0.0801917598561565,247,1468.816,15,270.592,11.5652,57.60916,13.22595,129.5913,10.35042,1.463,-77.3171676607361,0.53286807406643,2039856788390130688,0.0950002126820561,6,145182890183940458,13.446,-999,10.81,-999,11.715,-999,9.875,-999,10.206,-999,66,0.123623156536157,30,392718866,-2.7,3.5,-1.7,3.6,ucac4,NaN,NaN,,0.250047385062895,0,,291902,https://talk.diskdetective.org/#/subjects/AWI0005lt2
J211256.75+602950.2,AWI0005mfq,YYES /,"other comments:
Clean images. Marton YSOc Class I/II
followup justification:
new YSOc with Diskc
flags:
7.1",NaN,0,0,0,0,0,0,0,inactive,0.2269,99.0616,0.7115,5.9741,93.9948,0.0311,3.6399,96.3346,0.0255,3.2803,96.46367,0.2560333,318.2364644,60.4973015,98.9961371,8.2278955,6.983,0.045,7.154,0.021,6.147,0.015,4.653,0.025,8.746,0.023,7.689,0.046,7.273,0.023,1.057,0.416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2192351281555780864,0.185723526574924,0.0529266002466576,3.509077,-2.33919034221429,0.0998493917155356,-4.39558486103195,0.0918636111700392,248,2096.104,16,379.5793,12.48071,71.34686,14.73495,165.8499,11.10052,1.610738,-86.0136146536636,0.505460816629296,2192351281555780864,0.0800667145764902,5,180593182364817505,15.4519,0.01919,11.899,-999,13.159,-999,10.536,-999,10.979,-999,83,0.104237900269508,46,286385373,-1.1,3.7,-0.6,3.8,ucac4,NaN,NaN,,0.0613255396917477,0,,299855,https://talk.diskdetective.org/#/subjects/AWI0005mfq
J195253.29+462719.4,AWI0005m2v,,,NaN,0,0,0,0,0,0,0,inactive,78.0289,20.9347,1.0364,62.3833,36.2255,1.3912,31.1109,64.883,4.0061,57.17437,40.68107,2.144567,298.2220657,46.4553895,80.5638486,9.6762992,8.621,0.022,8.759,0.02,8.51,0.022,7.58,0.106,9.793,0.022,8.958,0.018,8.728,0.016,0.834999999999999,0.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2085536716217278848,0.140632239810061,0.0276421860564036,5.087595,-2.38888207407311,0.0487116862161176,-6.24845895716569,0.0463719876990208,200,271.4363,15,2386.294,12.25663,393.6201,13.26187,961.7138,11.27818,1.339542,-28.0624176854819,0.354260566932276,2085536716217278848,0.067076450825808,6,163742982220827126,13.6948,0.00706,11.885,-999,12.59,-999,11.159,-999,11.413,-999,71,0.036235450752767,36,273870712,-26,4.4,-0.4,4.1,ucac4,NaN,NaN,,0.0825636467194309,1,,300336,https://talk.diskdetective.org/#/subjects/AWI0005m2v
J012639.09+585048.1,AWI0004244,,,NaN,9,0,7,1,0,2,0,active,7.7667,78.0642,14.1691,61.4499,38.332,0.2181,53.4354,46.17,0.3946,40.884,54.18873,4.927267,21.6629008,58.8467059,127.482623,-3.7134795,7.48,0.033,7.482,0.02,6.735,0.017,5.797,0.047,9.063,0.026,8.046,0.031,7.658,0.021,1.017,0.387999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,509277778656169856,0.278471184424419,0.0536505249472159,5.190465,-0.417013328944992,0.0566906095489133,0.297726080774794,0.0759334959782247,732,5017.688,20,140.4183,12.66891,27.96681,14.70362,60.8424,11.34664,1.552436,-87.7216966452421,0.526896869306881,509277778656169856,0.0193112141300982,5,178610216630466674,14.7478,0.015496,11.67,-999,12.677,-999,10.621,-999,10.989,-999,51,0.021233380046374,28,370123194,0.2,1.2,0.1,3.1,ucac4,NaN,NaN,,0.0474250978431511,0,,189277,https://talk.diskdetective.org/#/subjects/AWI0004244
J203808.72+545541.8,AWI0005mc9,,,NaN,9,4,5,1,0,1,0,active,1.5318,95.701,2.7672,17.1631,82.481,0.3559,9.9448,89.6961,0.3592,9.546567,89.2927,1.160767,309.5363379,54.9282822,91.6791795,8.256329,7.048,0.047,7.167,0.02,6.834,0.015,6.518,0.049,8.595,0.026,7.633,0.027,7.28,0.024,0.962000000000001,0.353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2183594912696783616,0.243626574000414,0.0534665946858892,4.556613,-2.24211407149257,0.111222257724393,-4.38655480564581,0.100093936013328,193,1766.371,17,196.319,11.99364,30.22941,13.92155,71.93689,10.66157,1.577134,-41.954456252883,0.364072407894943,2183594912696783616,0.103914881136958,4,173913095363654624,14.4069,0.028991,11.411,-999,12.493,-999,10.255,-999,10.635,-999,45,0.187828707905267,37,276915844,-1.7,2.7,-3.4,3.6,ucac4,NaN,NaN,,0.11518642288065,0,,302963,https://talk.diskdetective.org/#/subjects/AWI0005mc9
J065035.43-063926.9,AWI00042bn,,,NaN,0,0,0,0,0,0,0,inactive,0.2891,97.0469,2.6641,48.1738,51.6254,0.2008,57.575,42.1106,0.3144,35.34597,63.5943,1.059767,102.6476649,-6.6574788,218.7670536,-3.2177287,6.842,0.064,6.796,0.02,6.311,0.015,6.112,0.051,8.841,0.035,7.758,0.047,7.252,0.038,1.083,0.506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3099495962711104640,0.166600880515451,0.0544514840820812,3.059621,-1.41681754749683,0.0846053650681857,-0.485003306137605,0.0739007237107727,139,434.2824,11,138.2352,12.17055,36.15363,13.67356,52.71381,10.97508,1.464828,51.0936874288156,0.925430742315894,3099495962711104640,0.0231444973099505,4,100011026477171508,14.6954,0.026652,11.477,-999,12.522,-999,10.38,-999,10.762,-999,67,0.0517461529550313,28,120886301,-3.6,4.1,18.1,4.2,ucac4,NaN,NaN,,14.8174326735733,2,,193972,https://talk.diskdetective.org/#/subjects/AWI00042bn
J013128.16+601225.8,AWI0003lty,YYES /,"other comments:
new Ha emission-line YSOc with Diskc. Marton YSOc Class I/II. Moderate extension but non-nebulous.
followup justification:
new Ha emission-line YSOc with Diskc
flags:
(1.2), 4.2, 4.3, 5.2, 7.1",NaN,0,0,0,0,0,0,0,inactive,1.5685,96.8107,1.6207,8.5115,91.4323,0.0562,16.2708,83.6435,0.0857,8.7836,90.62883,0.5875334,22.8673525,60.207194,127.889337,-2.2785947,6.942,0.06,5.844,0.047,3.705,0.015,2.394,0.019,8.893,0.024,7.799,0.042,7.315,0.02,1.094,0.484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,509463664842988544,0.221495006898663,0.0237013431967579,9.345251,-0.917980389672485,0.0266868982299604,-0.679633915982633,0.0327676936463377,494,702.568,18,957.0654,13.56552,276.0492,14.73576,271.119,12.49748,1.388821,-71.7020029530008,1.32380251492368,509463664842988544,0.0410170556030858,3,180240228673519360,15.2045,0.002489,11.972,-999,13.218,-999,10.649,-999,11.102,-999,56,0.0424297890630719,13,389629225,10.4,7.1,-5,5.3,ucac4,NaN,NaN,,0.129811350325118,1,,199160,https://talk.diskdetective.org/#/subjects/AWI0003lty
J012049.02+610133.1,AWI0003crh,,,NaN,0,0,0,0,0,0,0,inactive,1.1303,96.0041,2.8656,22.9042,76.8586,0.2372,9.9436,89.9699,0.0864,11.32603,87.61087,1.063067,20.2042912,61.0258848,126.4838528,-1.6430088,6.924,0.061,6.932,0.019,6.609,0.015,6.254,0.055,8.702,0.032,7.517,0.031,7.095,0.02,1.185,0.422000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,510496140615938560,0.260839674758803,0.0762713318213543,3.419891,-1.09238479118489,0.0880623846376065,-0.99270151134906,0.0906497933999925,376,3874.451,18,281.4334,12.73947,57.36673,15.38029,108.3215,11.29168,1.680754,-68.2765060759479,0.40385631755284,510496140615938560,0.0113312685341932,7,181230202042241830,16.1933,0.012043,12.055,-999,13.42,-999,10.574,-999,11.062,-999,51,0.072440551872873,26,444596356,7.5,5.9,-10.5,4.1,ucac4,NaN,NaN,,0.0735866955729417,0,,200089,https://talk.diskdetective.org/#/subjects/AWI0003crh
