#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#designation, ZooniverseID, SciTeamFollowUp, SciTeamComment, goodFraction, classifiers, good, multi, oval, empty, extended, shift, state, twentyBad, twentyGood, twentyShift, majBad, majGood, majShift, pluralBad, pluralGood, pluralShift, avgBad, avgGood, avgShift, RA, Dec, glon, glat, w1mpro, w1sigmpro, w2mpro, w2sigmpro, w3mpro, w3sigmpro, w4mpro, w4sigmpro, j_m_2mass, j_msig_2mass, h_m_2mass, h_msig_2mass, k_m_2mass, k_msig_2mass, j_h, h_k, A_Vmag, A_B_V, A_Bmag, A_gMag, A_rMag, A_iMag, A_Verr, A_B_Verr, A_Berr, A_gErr, A_rErr, A_iErr, A_objid, A_dstArcSec, A_contamination, G_source_id, G_parallax, G_parallax_error, G_parallax_over_error, G_pmra, G_pmra_error, G_pmdec, G_pmdec_error, G_astrometric_n_good_obs_al, G_astrometric_chi2_al, G_visibility_periods_used, G_phot_g_mean_flux_over_error, G_phot_g_mean_mag, G_phot_bp_mean_flux_over_error, G_phot_bp_mean_mag, G_phot_rp_mean_flux_over_error, G_phot_rp_mean_mag, G_phot_bp_rp_excess_factor, G_radial_velocity, G_radial_velocity_error, G_objid, G_dstArcSec, G_contamination, P_objid, P_gMeanPSFMag, P_gMeanPSFMagErr, P_iMeanPSFMag, P_iMeanPSFMagErr, P_rMeanPSFMag, P_rMeanPSFMagErr, P_yMeanPSFMag, P_yMeanPSFMagErr, P_zMeanPSFMag, P_zMeanPSFMagErr, P_nDetections, P_dstArcSec, P_contamination, T_id, T_pmRA, T_e_pmRA, T_pmDEC, T_e_pmDEC, T_PMflag, T_plx, T_e_plx, T_PARflag, T_dstArcSec, T_contamination, fileNPath, objid, ZooniverseURL
#@string, string, string, string, float, int, int, int, int, int, int, int, string, float, float, float, float, float, float, float, float, float, float, float, float, ra, dec, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, int, string, float, float, float, float, float, float, float, int, float, int, float, float, float, float, float, float, float, float, float, string, float, int, string, float, float, float, float, float, float, float, float, float, float, int, float, int, string, float, float, float, float, string, float, float, string, float, int, string, int, string
designation,ZooniverseID,SciTeamFollowUp,SciTeamComment,goodFraction,classifiers,good,multi,oval,empty,extended,shift,state,twentyBad,twentyGood,twentyShift,majBad,majGood,majShift,pluralBad,pluralGood,pluralShift,avgBad,avgGood,avgShift,ra,dec,glon,glat,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,j_h,h_k,A_Vmag,A_B_V,A_Bmag,A_gMag,A_rMag,A_iMag,A_Verr,A_B_Verr,A_Berr,A_gErr,A_rErr,A_iErr,A_objid,A_dstArcSec,A_contamination,G_source_id,G_parallax,G_parallax_error,G_parallax_over_error,G_pmra,G_pmra_error,G_pmdec,G_pmdec_error,G_astrometric_n_good_obs_al,G_astrometric_chi2_al,G_visibility_periods_used,G_phot_g_mean_flux_over_error,G_phot_g_mean_mag,G_phot_bp_mean_flux_over_error,G_phot_bp_mean_mag,G_phot_rp_mean_flux_over_error,G_phot_rp_mean_mag,G_phot_bp_rp_excess_factor,G_radial_velocity,G_radial_velocity_error,G_objid,G_dstArcSec,G_contamination,P_objid,P_gMeanPSFMag,P_gMeanPSFMagErr,P_iMeanPSFMag,P_iMeanPSFMagErr,P_rMeanPSFMag,P_rMeanPSFMagErr,P_yMeanPSFMag,P_yMeanPSFMagErr,P_zMeanPSFMag,P_zMeanPSFMagErr,P_nDetections,P_dstArcSec,P_contamination,T_id,T_pmRA,T_e_pmRA,T_pmDEC,T_e_pmDEC,T_PMflag,T_plx,T_e_plx,T_PARflag,T_dstArcSec,T_contamination,fileNPath,objid,ZooniverseURL
J030712.78+473114.4,AWI0005mvj,,,NaN,0,0,0,0,0,0,0,inactive,0.0402,99.2111,0.7487,2.7893,97.1734,0.0373,2.5625,97.4081,0.0294,1.797333,97.93087,0.2718,46.8032878,47.5206766,145.3991416,-9.3408432,6.239,0.09,6.108,0.027,5.637,0.015,4.959,0.033,7.702,0.024,6.712,0.021,6.382,0.021,0.99,0.33,13.194,1.881,15.074,14.072,12.414,10.397,0.008,0.025,0.024,0.062,0.025,0.044,53447033,0.127853039943076,0,435784531660467968,0.406862323149932,0.095848293417659,4.244857,0.944777581830487,0.22120842242683,0.614214196785128,0.152697213380291,156,1428.531,11,205.0599,11.17785,23.63576,13.31736,68.70515,9.841859,1.560392,NaN,NaN,435784531660467968,0.0821451956605943,0,165020468031665218,13.314,-999,10.416,-999,11.439,-999,9.321,-999,9.692,-999,48,0.086324982299682,49,192532457,0.4,1.4,-2.1,1.1,ucac4,NaN,NaN,,0.499456590394877,0,WZ_advanced_seds_S10_7/312030.png,312030,https://talk.diskdetective.org/#/subjects/AWI0005mvj
J052448.63+233513.9,AWI0004nia,YYES / YYES,"other comments:
New HPM nearby G0V dwarf (Nascimbeni+, 2016).  Marton YSOc Class III.  R = 1.55 Rsun, disk radius from blackbody fit to 1st disk = 4.6 AU (Cotten+, 2016).  Observed by SETI (Harp+, 2016).  Thinly, evenly extended in W4 only; shouldn't be an issue.
followup justification:
new G0V Early type YSOc with Diskc
flags:
(1.2), 4.1, 8.1, 8.2",NaN,8,5,1,0,0,2,0,active,0.0337,95.5634,4.4029,15.6405,83.2194,1.1401,5.2431,93.9538,0.8032,6.972434,90.9122,2.1154,81.2026582,23.5871968,182.0034824,-6.8081549,8.081,0.023,8.111,0.02,7.941,0.021,6.417,0.061,8.501,0.029,8.249,0.026,8.166,0.018,0.251999999999999,0.0830000000000002,9.577,0.667,10.243,10.269,9.423,9.295,0,0.122,0.122,0.257,0,0,45474093,0.157531230132148,0,3416331684342221184,6.07132344305738,0.0486812543992096,124.7158,3.89846119179771,0.100839004361727,-25.7600718749724,0.0731972493300761,143,279.3407,9,2973.127,9.484624,611.258,9.796433,328.73,9.041679,1.190774,19.586342892983,0.477193533216678,3416331684342221184,0.207637796843533,2,136300812027065309,9.946,-999,9.465,-999,9.602,-999,9.383,-999,9.402,-999,11,0.1980306487706,44,6739648,3.98843,0.105992,-25.6964,0.0767765,tgas,6.26385,0.272666,tgas,0.204167748528426,0,,211463,https://talk.diskdetective.org/#/subjects/AWI0004nia
J053905.54-055351.3,AWI0005woj,NNO,"other comments:
Teff: 6440 K , Infrared excess. Star in Nebula. contaminated in WISE 3 and 4, cirrus
followup justification:
ContaminatedAlex: Agree
flags:
1.2",NaN,0,0,0,0,0,0,0,inactive,1.1684,93.8446,4.9871,32.3445,66.606,1.0495,9.6737,89.5596,0.7667,14.39553,83.33673,2.267767,84.7730881,-5.8976029,209.9434822,-18.7649477,7.202,0.036,7.23,0.021,7.238,0.019,6.604,0.081,7.463,0.023,7.31,0.038,7.253,0.023,0.153,0.0569999999999995,8.401,0.378,8.78,8.531,8.273,8.27,0,0,0,0,0,0,8566441,0.0960102840168671,0,3017087261266087552,11.1614856776517,0.0510540930642912,218.6208,15.7294869921225,0.0862136163366678,-21.7788357530907,0.0804924973237155,197,286.1234,11,2267.521,8.193991,1101.689,8.43069,611.3641,7.850739,1.173979,25.4017006290558,0.738140337431255,3017087261266087552,0.153583218423455,0,100920847729543525,8.435,-999,8.246,-999,8.272,-999,8.258,-999,8.255,-999,22,0.139995844121708,65,11293472,15.7601,0.057195,-21.7675,0.038543,tgas,11.14,0.295727,tgas,0.278580598646064,0,WZ_advanced_seds_S20_15/325716.png,325716,https://talk.diskdetective.org/#/subjects/AWI0005woj
J044006.89+515912.0,AWI0001qrl,NNO,"other comments:
Possible H-alpha emission (Barentsen+, 2014).  Area not covered by CSS data.
followup justification:
Probable M star, I:IR:E
flags:
3.2, 3.4",0.777777777777778,9,7,0,1,0,1,0,inactive,0.2734,95.7742,3.9525,17.3645,81.6499,0.9856,8.5409,89.5356,1.9235,8.726267,88.98656,2.2872,70.0287399,51.9866735,154.1623056,3.5604652,7.434,0.034,7.495,0.019,7.324,0.017,6.824,0.088,8.4,0.024,7.748,0.034,7.588,0.024,0.652,0.16,11.381,1.528,12.909,12.115,10.822,10.171,0.055,0.079,0.057,0.027,0.036,0.084,55506667,0.0459088851051418,0,272522963495380352,1.27402104108022,0.0409965903104512,31.07627,-0.404688969411711,0.0615483823362395,-4.21312157462313,0.0445878093114957,239,479.5179,14,2976.258,10.71123,1705.408,11.63976,1957.948,9.782359,1.31398,-17.5899730711417,0.7385376074709,272522963495380352,0.1000424254368,0,170380700287594710,11.725,-999,10.137,-999,10.661,-999,9.621,-999,9.795,-999,41,0.512022488910853,56,286033644,-1.80759,1.92981,-4.27456,1.52603,tgas,1.37936,0.23955,tgas,0.139026193134136,0,,96449,https://talk.diskdetective.org/#/subjects/AWI0001qrl
J060513.59-191308.4,AWI0005wxw,YYES / YYES,"other comments:
SED has peak at WISE 3 (12 µm), Teff 5977 K (Ammons+, 2006)
followup justification:
Possible YSO
flags:
4.2, 4.3, 7.1",NaN,0,0,0,0,0,0,0,inactive,0.006,96.9498,3.0442,1.9571,97.9031,0.1398,1.0886,98.8323,0.0791,1.017233,97.89507,1.0877,91.3066611,-19.2190166,225.5286007,-18.5664742,10.229,0.023,9.972,0.02,7.242,0.017,6.23,0.052,10.787,0.024,10.518,0.022,10.402,0.019,0.269,0.116000000000001,12.007,0.687,12.694,12.321,11.842,11.665,0.07,0.073,0.021,0.023,0.074,0.104,8861417,0.0481692726835511,0,2942418533272205312,3.73971996250122,0.0290037479148573,128.9392,0.0926284398759034,0.0476179020440636,-11.7658711442272,0.0618297340503137,263,317.3661,15,2010.754,11.87599,398.4767,12.22273,833.5267,11.38431,1.202769,30.5186676407727,1.37725518704319,2942418533272205312,0.0581302298053226,3,84930913065777657,12.406,-999,11.826,-999,12.003,-999,11.699,-999,11.732,-999,52,0.0621954392448053,44,123977701,-0.275507,0.683068,-11.9908,0.785994,tgas,3.79524,0.301007,tgas,0.172957841003284,0,WZ_advanced_seds_S20_15/332570.png,332570,https://talk.diskdetective.org/#/subjects/AWI0005wxw
J191532.70+545849.1,AWI0005bwc,NNO,"other comments:
move off crosshairs, extended, Vmag  (Zacharias+ 2015), F5IV (Pickles+, 2010)  
followup justification:
off crosshairs, extended
flags:
1.2",NaN,0,0,0,0,0,0,0,inactive,82.1393,16.9009,0.9598,56.1032,42.0829,1.8138,41.3348,51.2248,7.4404,59.8591,36.7362,3.404667,288.8862735,54.9803087,85.8957712,18.6513529,9.831,0.023,9.854,0.02,9.159,0.025,7.89,0.103,10.121,0.02,9.953,0.02,9.909,0.02,0.168000000000001,0.0439999999999987,10.962,0.607,11.569,11.226,10.92,10.744,0.022,0.038,0.031,0.039,0.019,0.028,56305908,0.120474231747106,0,2140938122139063040,2.9441723175623,0.0238285496383085,123.5565,-8.86258626051685,0.0450200159033464,8.78208314924631,0.0531683791723331,199,440.5855,16,3468.34,10.9004,602.9874,11.13999,1124.653,10.53489,1.184514,-19.3993701954783,0.811211730959673,2140938122139063040,0.114562816993847,0,173972888862427048,11.029,-999,10.862,-999,10.876,-999,10.913,-999,10.892,-999,78,0.0996971617854685,42,421330611,-9.00989,1.04546,9.19561,0.635966,tgas,2.73602,0.282149,tgas,0.15715164244902,0,WZ_advanced_seds_N15_20/227460.png,227460,https://talk.diskdetective.org/#/subjects/AWI0005bwc
J052406.00-034947.2,AWI0005ypg,YYES / YYES,"other comments:
Class I/II YSO canidate (Marton+, 2016), SED suggests YSO.  MISC variable, Vamp = 0.12 (VSX).  Plx and PM from Gaia.  
followup justification:
Possible YSO, needs better spectral type.
flags:
4.1, 4.2, 7.1, 8.3",NaN,0,0,0,0,0,0,0,inactive,0.0429,99.1606,0.7965,5.3589,94.6009,0.0402,2.5953,97.372,0.0327,2.6657,97.0445,0.2898,81.0250319,-3.8297871,206.1729967,-21.1447703,7.733,0.028,7.188,0.019,5.51,0.017,3.26,0.023,9.955,0.03,9.324,0.024,8.725,0.019,0.631,0.599,11.447,0.76,12.207,11.766,11.253,10.995,0.022,0.031,0.022,0.02,0.011,0.008,2115233,0.0837519554479567,0,3210800937834731136,2.57799377407522,0.0325579046866303,79.18181,2.01338151859544,0.0527281363232517,-0.711095406839559,0.0481640860142983,244,425.9655,13,232.0982,11.29782,73.50237,11.72357,92.30154,10.71922,1.22122,17.8500866989812,1.22024013780009,3210800937834731136,0.0378036986360524,2,103400810250284690,12.831,-999,11.406,-999,11.946,-999,10.772,-999,10.975,-999,64,0.170178940770264,26,4253705,1.87612,0.693612,-0.938051,0.635718,tgas,2.69648,0.272958,tgas,0.0143784487773476,0,WZ_advanced_seds_S25_20/341864.png,341864,https://talk.diskdetective.org/#/subjects/AWI0005ypg
J052859.70+032148.6,AWI0005wfn,YYES /,"other comments:
New Early type YSOc with Debris diskc. Marton YSOc Class III. Clean images
followup justification:
New early type YSOc with Diskc
flags:
4.2, 4.3, 8.1, 8.2",NaN,0,0,0,0,0,0,0,inactive,25.6964,69.5748,4.7288,10.2824,88.0371,1.6805,5.881,91.2729,2.8461,13.95327,82.9616,3.085133,82.2487787,3.3635139,200.1222176,-16.6184339,9.512,0.023,9.519,0.021,9.04,0.03,6.62,0.069,9.701,0.024,9.621,0.024,9.544,0.021,0.0800000000000001,0.077,10.306,0.315,10.621,10.419,10.265,10.279,0.032,0.049,0.037,0.035,0.042,0.036,36157053,0.069265730518935,0,3236004733638734592,2.80858700986374,0.0562296599871034,49.9485,1.62977163128431,0.084628568533279,-0.92297981116306,0.0755618715755928,112,240.375,8,1420.844,10.23495,919.4301,10.40409,489.7574,9.98547,1.163473,19.6975209403864,0.561469295247729,3236004733638734592,0.0387876575695671,0,112030822487376681,10.418,-999,10.42,-999,10.387,-999,10.442,-999,10.435,-999,56,0.0361926920873484,45,264683216,1.20556,1.24054,-1.12231,1.11547,tgas,3.09973,0.283487,tgas,0.0442823262132269,0,WZ_advanced_seds_S20_15/342457.png,342457,https://talk.diskdetective.org/#/subjects/AWI0005wfn
J053011.49-063408.9,AWI0005yqc,YES /,"other comments:
Spectral type of wG8III and distance of 486 pc from Pickles+2010; TeffK = 4690 from Ammons+2006
followup justification:
Orion Variable with infrared excess, possible disk
flags:
4.1, 5.5, 8.2",NaN,0,0,0,0,0,0,0,inactive,0.06,99.3173,0.6227,8.425,91.5099,0.0652,7.0414,92.8804,0.0782,5.175467,94.5692,0.2553667,82.5479071,-6.5691596,209.5272838,-21.0432956,8.413,0.023,7.624,0.02,4.64,0.015,3.017,0.018,9.842,0.026,9.379,0.021,9.149,0.023,0.463000000000001,0.23,11.573,0.847,12.42,12.085,11.388,11.106,0.115,0.189,0.151,0.291,0.156,0.107,8531824,0.23007102026474,0,3016799154860928128,2.84182841004532,0.0339906577854744,83.60616,0.894655528133344,0.0555461393133609,-0.287603511808224,0.0530111422917634,195,432.7892,13,44.75602,11.4858,12.29802,11.94556,20.42157,10.74107,1.325949,13.513959019144,2.76107919380369,3016799154860928128,0.0204114104619323,0,100110825478847406,12.517,-999,11.3,-999,11.715,-999,10.92,-999,11.034,-999,76,0.172776698221666,33,34470764,1.0864,0.616649,-0.431348,0.858403,tgas,2.8887,0.286997,tgas,0.0661690281316621,0,WZ_advanced_seds_S25_20/345719.png,345719,https://talk.diskdetective.org/#/subjects/AWI0005yqc
J122711.05-195801.7,AWI0005dnz,YYES / YYES,"other comments:
binary system sep 60.2 arcsec (Mason+ 2001-2014), sep 60.55 arcsec (Hartkopf+, 2013), High proper motion.
followup justification:
Possible debris disk
flags:
4.1, 6.3, 8.1, 8.2",NaN,0,0,0,0,0,0,0,inactive,24.9469,71.9963,3.0568,22.5696,76.8952,0.5352,6.4163,93.2159,0.3678,17.9776,80.70247,1.319933,186.7960529,-19.9671634,295.1881795,42.5396403,7.527,0.03,7.573,0.019,7.468,0.017,6.701,0.077,7.822,0.021,7.658,0.023,7.598,0.021,0.164,0.0600000000000005,8.704,0.415,9.119,8.864,8.59,8.567,0,0,0,0,0,0,6230996,0.203983268143999,0,3516284983591630848,8.71115134707525,0.0524309515936218,166.1452,100.083613044717,0.0829084850121254,-69.5843342255233,0.0558564224042655,270,809.8647,12,4599.365,8.571223,1343.029,8.811884,931.5341,8.217409,1.177544,35.1965317803817,0.160824552397007,3516284983591630848,0.588983898904012,1,84031867960409779,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0.1246755501057,63,22457824,99.2074,0.593332,-69.5997,0.408871,tgas,8.61696,0.272884,tgas,1.3160618731237,0,WZ_advanced_seds_N40_50/243582.png,243582,https://talk.diskdetective.org/#/subjects/AWI0005dnz
J154037.79-253533.4,AWI0005cci,NNO,"other comments:
SED typical of debris disk around early type star except clear rise from 10µm to longer wavelength, (Marton+, 2016) YSO type III which suggests evolved system
followup justification:
observed by Herschel, SpType quality C
flags:
4.1,4.2,4.3,4.4, 7.1,8.2",NaN,11,11,0,0,0,0,0,active,5.3231,93.5802,1.0967,6.9729,93.0018,0.0254,3.1953,96.7835,0.0212,5.163767,94.45517,0.3811,235.1574834,-25.5926379,344.3249135,23.3737838,6.953,0.05,6.973,0.02,6.927,0.016,5.238,0.047,7.195,0.02,7.039,0.021,6.975,0.023,0.156000000000001,0.0640000000000001,99.999,99.999,99.999,99.999,99.999,99.999,9.999,9.999,9.999,9.999,9.999,9.999,13634942,0.157860182471684,0,6238060425410491904,11.4139430967937,0.056205829347018,203.074,-32.4380864309487,0.102298600423246,-39.1751386599192,0.0784942313908131,148,327.15,10,2390.005,7.861668,593.2573,8.080945,781.7982,7.544141,1.169831,-5.63566742132481,1.17284544857689,6238060425410491904,0.208318418554643,1,77282351574519096,8.071,-999,7.933,-999,7.939,-999,7.967,-999,7.959,-999,7,0.182902978461499,47,22914140,-32.4108,0.0651117,-39.0303,0.0359754,tgas,11.2004,0.297636,tgas,0.575113415590406,0,WZ_advanced_seds_N20_25/249238.png,249238,https://talk.diskdetective.org/#/subjects/AWI0005cci
J003020.91+644724.9,AWI00019rj,YES / YYES,"other comments:
Michi: Possible dwarf (Nascimbeni+, 2016), relatively high PM (Tier 2), clean images, H-alpha present
followup justification:
Possible debris disk
flags:
4.1, 8.1",NaN,12,7,0,1,0,3,0,active,3.5376,94.9878,1.4747,8.7616,91.0785,0.1599,3.1327,96.7513,0.116,5.143967,94.27253,0.5835333,7.5871464,64.7902682,120.6874695,2.0105467,6.927,0.056,6.922,0.023,6.871,0.018,6.425,0.057,7.194,0.02,7.003,0.026,6.961,0.021,0.191,0.0419999999999998,99.999,99.999,10.219,99.999,99.999,99.999,9.999,9.999,0.091,9.999,9.999,9.999,58827227,0.0174951110888033,0,527241629683246848,3.0702373013003,0.0364377274364275,84.25985,22.388677830375,0.0513397800009443,-0.290914661819358,0.0512074431839395,285,568.1743,18,3619.482,8.095077,838.0641,8.360933,845.7551,7.706709,1.183152,28.6520340012877,2.20062629005331,527241629683246848,0.171569459463158,2,185740075876849183,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0.79201751382414,83,279282951,22.199,0.0582021,-0.313708,0.0510194,tgas,2.83573,0.253966,tgas,0.287068933277935,0,,12313,https://talk.diskdetective.org/#/subjects/AWI00019rj
J060419.13-164610.8,AWI0005wxu,no / YYES,"other comments:
new early type YSOc with Diskc. Non-fatal extension in W4.
followup justification:
extended in W4. Milton: non-fatal extension.
flags:
(1.2), 8.1",NaN,0,0,0,0,0,0,0,inactive,5.0293,86.9554,8.0153,44.937,45.5806,9.4823,22.4883,59.117,18.3947,24.15153,63.88433,11.9641,91.0797123,-16.7696835,223.073066,-17.7898118,9.178,0.024,9.194,0.02,9.084,0.032,6.981,0.087,9.441,0.029,9.333,0.027,9.262,0.021,0.108000000000001,0.0709999999999997,10.114,0.317,10.431,10.438,10.167,10.413,0.048,0.053,0.023,0.222,0.1,0.719,8844377,0.134478438040576,0,2991302888962539136,3.98683772604475,0.0446257879696939,89.33932,-3.25944158635881,0.0663677712382878,7.67142167585865,0.0662483370095373,269,652.1801,12,1122.632,10.02271,296.9791,10.20743,526.5473,9.738756,1.171828,19.8116102498225,1.07569667974735,2991302888962539136,0.139147368873335,1,87870910798006747,10.133,-999,10.114,-999,10.078,-999,10.17,-999,10.161,-999,59,0.145249495454236,41,306362880,-3.4402,0.812502,7.50874,1.15966,tgas,3.92806,0.244208,tgas,0.198394115461178,0,WZ_advanced_seds_S20_15/362701.png,362701,https://talk.diskdetective.org/#/subjects/AWI0005wxu
J181703.92+643354.9,AWI0005d6b,YYES / YYES,"other comments:
SED has an unusual jump in W3 but no contamination apparent anywhere.  Class I/II YSO candidate (Marton+, 2016).
followup justification:
Possible YSO disk
flags:
4.2, 8.2",NaN,0,0,0,0,0,0,0,inactive,0.4758,98.7215,0.8027,3.6784,96.2751,0.0465,3.0053,96.943,0.0518,2.3865,97.3132,0.3003333,274.2663548,64.5652722,94.1946649,27.9629988,9.624,0.023,9.039,0.02,6.429,0.015,5.754,0.032,10.556,0.023,10.267,0.023,10.139,0.016,0.289,0.128,11.56,0.42,11.98,11.648,11.417,11.27,0.049,0.141,0.133,0.031,0.045,0.074,58893699,0.0432664140289163,0,2161325369818713984,3.67166309371623,0.0222495451183567,165.0219,11.8713023233699,0.047674007215418,-3.03191231905608,0.0405884484483838,200,401.7261,15,1691.678,11.45334,486.4915,11.74413,604.0924,11.02088,1.195372,-13.4573687033494,1.14306291377652,2161325369818713984,0.0445666464409642,0,185472742664539065,12.345,-999,11.663,-999,11.88,-999,11.491,-999,11.538,-999,86,0.217066652691271,46,233128866,11.3732,1.52796,-3.13364,1.22477,tgas,3.83635,0.443357,tgas,0.208584668698444,0,WZ_advanced_seds_N25_30/262802.png,262802,https://talk.diskdetective.org/#/subjects/AWI0005d6b
J144610.52-305813.3,AWI0005cyt,NNO,"other comments:
57 % probability to be a member of Sco OB2 moving group (Rizzuto+, 2011), binary system sep 2.9 arcsec (Mason+ 2001-2014)
followup justification:
observed by Herschel, SpType quality C
flags:
4.1, 4.4",NaN,0,0,0,0,0,0,0,inactive,3.6176,94.2906,2.0917,6.1217,93.2894,0.589,1.5776,98.0253,0.3971,3.7723,95.20177,1.025933,221.5438356,-30.97038,330.1266736,25.7731442,7.297,0.028,7.317,0.02,7.24,0.016,6.768,0.072,7.821,0.024,7.54,0.02,7.507,0.018,0.281,0.0330000000000004,8.765,0.433,9.198,9.159,8.684,8.56,0.019,0.028,0.021,0.356,0.026,0.088,16427101,0.922498908157133,0,6217633290379980416,7.83782700418137,0.0571081435297107,137.2453,-22.6467615356537,0.0946851002511337,-25.4725279411729,0.0776944124274067,120,363.3313,10,2279.53,8.695798,1319.64,8.937282,1220.86,8.334724,1.181058,2.01437593869684,0.1333456552494,6217633290379980416,1.02378345921433,4,70832215437205997,8.939,-999,8.616,-999,8.682,-999,8.63,-999,8.618,-999,4,1.02106453941472,19,47884213,-22.9221,0.0857071,-25.4383,0.050348,tgas,7.97878,0.276075,tgas,0.965175981531745,0,WZ_advanced_seds_N25_30/265081.png,265081,https://talk.diskdetective.org/#/subjects/AWI0005cyt
J052532.37-065917.1,AWI0005ypl,YYES / YYES,"other comments:
Plx and PM from Gaia.  Class I/II YSO candidate (Marton+, 2016), SED suggests YSO.  Vamp ~ 1.0 based on LCs from CSDR2.
followup justification:
Possible YSO disk
flags:
4.2, 7.1",NaN,0,0,0,0,0,0,0,inactive,0.0644,99.1237,0.8119,2.2227,97.746,0.0312,2.0744,97.8962,0.0294,1.453833,98.2553,0.2908333,81.3848915,-6.9880976,209.3752606,-22.263665,8.251,0.023,7.844,0.021,5.961,0.016,2.774,0.019,9.95,0.024,9.313,0.024,8.716,0.019,0.636999999999999,0.597000000000001,11.658,0.736,12.394,11.962,11.426,11.151,0.222,0.37,0.295,0.258,0.212,0.303,8509368,0.178464952963703,0,3208832739004817920,2.8224987195995,0.0353999023768621,79.73182,0.949520653871281,0.0680094732155423,-1.25717546100903,0.0583528029975604,201,428.4664,12,99.34969,11.38892,21.24698,11.84117,39.37472,10.81523,1.205997,20.9391447021735,3.86328497631422,3208832739004817920,0.0380960334912911,0,99610813849634713,12.225,-999,11.083,-999,11.385,-999,10.821,-999,10.939,-999,66,0.28383692385177,40,24721501,0.730688,0.977069,-1.40398,1.15467,tgas,2.73496,0.279099,tgas,0.0123697066156095,0,WZ_advanced_seds_S25_20/373011.png,373011,https://talk.diskdetective.org/#/subjects/AWI0005ypl
J145156.42-273802.2,AWI0005cz2,YYES / YYES,"other comments:
No data in CSDR2. 
followup justification:
possible debris disk
flags:
8.1, 8.2",NaN,1,1,0,0,0,0,0,active,12.9567,85.4725,1.5708,9.328,90.5993,0.0727,4.1825,95.7442,0.0733,8.8224,90.60533,0.5722666,222.9850991,-27.6339707,333.1899585,28.0648985,6.873,0.045,6.824,0.033,6.708,0.022,6.471,0.057,7.218,0.023,6.78,0.044,6.646,0.017,0.438,0.134,9.059,1.092,10.151,9.967,8.827,8.593,0,0.236,0.236,0.777,0,0,12708692,0.689291422796234,0,6225395700725750912,1.48038987953535,0.0645567502136204,22.9316,-11.493608143037,0.105263282190581,-4.93423629009631,0.102338955816978,123,175.996,9,2935.923,8.729092,603.7554,9.268651,423.2359,8.079057,1.22129,-9.48664072557268,0.311405159901389,6225395700725750912,0.742307780852885,3,74832229849879713,9.42,-999,8.477,-999,8.743,-999,8.26,-999,8.342,-999,35,0.740034514674757,55,135465,-10.7506,0.67862,-4.84888,0.356335,tgas,1.56382,0.321399,tgas,0.691234145965033,0,WZ_advanced_seds_N25_30/265850.png,265850,https://talk.diskdetective.org/#/subjects/AWI0005cz2
J080724.30+163636.7,AWI0005c4p,YYES /,"other comments:
New K4 YSOc with Diskc. Clean images except thinly extended in W4. May be too far.
followup justification:
new YSOc with Diskc
flags:
(1.2), 7.1",NaN,0,0,0,0,0,0,0,inactive,4.7654,90.9246,4.31,39.8367,56.2415,3.9218,16.3827,74.626,8.9913,20.32827,73.9307,5.741034,121.8512853,16.6101963,205.8724955,24.0725959,7.383,0.034,7.494,0.02,7.296,0.018,6.678,0.071,8.106,0.023,7.609,0.029,7.483,0.023,0.497,0.126,10.047,0.987,11.034,10.558,99.999,99.999,0.042,0.055,0.035,0.048,9.999,9.999,43535915,0.116929605348414,0,656691742122065792,1.13557715242424,0.0400812153049443,28.3319,-2.90269011171382,0.0741175951087618,-5.29972514388726,0.043376543320147,215,332.0359,12,1942.565,9.714256,674.4338,10.28529,767.6597,9.038527,1.227112,10.9294975777793,3.08480529127404,656691742122065792,0.00619955616966595,0,127931218512932784,10.55,-999,9.465,-999,9.798,-999,9.17,-999,9.27,-999,49,0.00785238823049712,49,69300580,-4.01231,1.12858,-4.80305,0.75744,tgas,1.20099,0.336769,tgas,0.138404566308013,0,WZ_advanced_seds_N20_25/270337.png,270337,https://talk.diskdetective.org/#/subjects/AWI0005c4p
