Name,RA,DEC,MatchID,MatchRA,MatchDEC,dstArcSec,designation,ZooniverseID,goodFraction,glon,glat,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,j_h,h_k,A_Vmag,A_B_V,A_Bmag,A_gMag,A_rMag,A_iMag,A_Verr,A_B_Verr,A_Berr,A_gErr,A_rErr,A_iErr,A_objid,A_dstArcSec,A_contamination,G_source_id,G_phot_g_mean_mag,G_parallax,G_parallax_error,G_pmra,G_pmra_error,G_pmdec,G_pmdec_error,G_astrometric_n_good_obs_al,G_astrometric_chi2_al,G_visibility_periods_used,G_phot_g_mean_flux_over_error,G_phot_g_mean_mag1,G_phot_bp_mean_flux_over_error,G_phot_bp_mean_mag,G_phot_rp_mean_flux_over_error,G_phot_rp_mean_mag,G_phot_bp_rp_excess_factor,G_radial_velocity,G_radial_velocity_error,G_objid,G_dstArcSec,G_contamination,P_gMeanPSFMag,P_gMeanPSFMagErr,P_iMeanPSFMag,P_iMeanPSFMagErr,P_rMeanPSFMag,P_rMeanPSFMagErr,P_yMeanPSFMag,P_yMeanPSFMagErr,P_zMeanPSFMag,P_zMeanPSFMagErr,P_nDetections,P_dstArcSec,P_contamination,T_id,T_pmRA,T_e_pmRA,T_pmDEC,T_e_pmDEC,T_PMflag,T_plx,T_e_plx,T_PARflag,T_dstArcSec,T_contamination,ZooniverseURL
AWI0005mhp,321.258291666667,61.9933611111111,299206,321.2583294,61.9933773,0.0864021213808466,J212501.99+615936.1,AWI0005mhp,1,101.103422,8.2218397,6.387,0.076,6.009,0.037,5.438,0.015,4.895,0.027,8.11,0.037,7.058,0.034,6.559,0.024,1.052,0.499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2192890385853046784,13.41127,0.0290679715850909,0.0822729652664334,-1.05779085000852,0.16661416774616,-2.6818233862659,0.166739658588774,239,4474.308,17,41.21488,13.41127,5.237539,16.39765,12.99374,11.26895,3.111265,NaN,NaN,2192890385853046784,0.0485189790595311,6,18.7849,0.095653,12.043,-999,15.3659,0.002414,10.088,-999,10.751,-999,84,0.095777342788861,34,427106313,1,3.6,0.5,3.7,ucac4,NaN,NaN,,0.0622272893496728,1,https://talk.diskdetective.org/#/subjects/AWI0005mhp
AWI0005pxl,267.338875,-45.2034722222222,349517,267.3388858,-45.203495,0.0864549517509541,J174921.33-451212.5,AWI0005pxl,0.666666666666667,346.3476678,-8.9617182,8.036,0.025,7.714,0.021,6.679,0.016,5.923,0.046,9.84,0.026,8.958,0.023,8.573,0.036,0.882,0.385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5954315816187433472,14.1254,0.0417117489889482,0.121272376209364,-3.4207269785415,0.210191717969207,-5.14167825424526,0.179336157542395,158,2092.356,10,17.18307,14.1254,3.286245,16.64128,7.427682,12.49313,1.987958,NaN,NaN,5954315816187433472,0.052068132327085,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34359585,-7.2,2.9,-0.9,2.9,ucac4,NaN,NaN,,0.152252327878708,0,https://talk.diskdetective.org/#/subjects/AWI0005pxl
AWI0001qsr,85.4974583333333,37.0125277777778,46486,85.497461,37.0125517,0.0864604902510541,J054159.39+370045.1,AWI0001qsr,0.933333333333333,172.7156349,3.5794595,7.151,0.037,7.171,0.02,6.379,0.016,5.535,0.043,9.244,0.023,8.064,0.036,7.487,0.016,1.18,0.577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,189331233677842688,13.83455,0.456124214245931,0.162849726576728,0.462462784409868,0.251222814899155,-1.85164943375215,0.21107960798472,158,3108.05,11,362.4449,13.83455,36.53463,17.21657,71.00937,12.26316,1.84379,NaN,NaN,189331233677842688,0.0344174748892886,5,18.3608,0.032479,13.6636,0.001,16.1504,0.031319,11.331,-999,12.064,-999,57,0.0638448042192071,22,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001qsr
AWI00040gg,293.503291666667,14.0910277777778,201432,293.5032917,14.0910518,0.0864800782303188,J193400.79+140527.7,AWI00040gg,0.533333333333333,50.3124507,-2.775362,6.927,0.057,6.777,0.02,5.951,0.016,5.18,0.03,8.908,0.023,7.649,0.031,7.097,0.018,1.259,0.552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4317930909933619072,14.32043,-0.06455431164667,0.195755166961735,-3.18291373147867,0.28507664826647,-6.82270446192148,0.268689520467057,231,6958.994,13,198.8118,14.32043,21.32794,18.53658,76.31843,12.63129,2.03381,NaN,NaN,4317930909933619072,0.0762724563078302,13,19.4888,0.012896,14.2763,0.10521,17.3398,0.079494,11.406,-999,12.253,-999,81,0.0871477128875358,40,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00040gg
AWI00066vk,299.167,4.54602777777778,334107,299.1670002,4.5460518,0.0864829783384858,J195640.08+043245.7,AWI00066vk,0.6,44.6342607,-12.2966458,7.602,0.033,7.293,0.02,6.578,0.017,5.978,0.044,9.715,0.024,8.943,0.024,8.381,0.036,0.772,0.561999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4248338249123602048,13.77055,0.0353543913922127,0.127306452039526,-3.27750128019044,0.208140904347579,-4.35211809146067,0.152631885778299,306,6405.643,14,29.05747,13.77055,4.559992,16.81095,8.077416,11.98254,2.255764,NaN,NaN,4248338249123602048,0.0484905323668552,5,14.4741,0.001219,12.991,-999,17.3286,0.007894,11.479,-999,11.949,-999,62,0.0648147161063331,35,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00066vk
AWI0001onp,294.051791666667,26.0586388888889,5251,294.0518065,26.0586589,0.0865507790250818,J193612.43+260331.1,AWI0001onp,0.5625,61.0281157,2.5862126,7.867,0.024,7.92,0.02,7.338,0.017,6.626,0.062,9.774,0.02,8.574,0.021,8.105,0.017,1.2,0.468999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2021931244209222144,14.42669,0.256739102465864,0.0936055144175883,-2.12816730041882,0.14238522643994,-5.35739367643424,0.156729568649235,370,5738.953,17,439.4474,14.42669,62.75819,17.83775,130.7541,12.86733,1.822985,NaN,NaN,2021931244209222144,0.0832699152345766,28,18.8148,0.006024,13.9348,0.008922,16.6134,0.006132,11.784,-999,12.479,-999,76,0.0617502693367363,46,213495811,39.1,9.2,-34.6,9.2,ucac4,NaN,NaN,,12.8899894761801,0,https://talk.diskdetective.org/#/subjects/AWI0001onp
AWI00065gz,278.243875,-35.5979166666667,357809,278.2438955,-35.597934,0.0865723226819394,J183258.53-353552.5,AWI00065gz,0.533333333333333,358.8729583,-11.9577395,7.048,0.056,6.976,0.02,6.369,0.017,5.887,0.049,8.496,0.019,7.669,0.031,7.301,0.029,0.827000000000001,0.367999999999999,14.56,1.499,16.058,15.857,14.156,11.934,0.369,0.371,0.044,1.048,1.036,0.796,19311530,0.741124143470477,0,6734199894800136320,12.32873,-0.0441600309727502,0.114672520011968,-1.25688738182092,0.205868945096966,-1.43324256920919,0.172864885518302,110,1260.47,10,128.1259,12.32873,15.55766,14.73972,45.5763,10.88478,1.690234,NaN,NaN,6734199894800136320,0.0325609452298336,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29186608,-12,3.8,-4.8,3.8,ucac4,NaN,NaN,,0.14121431012511,0,https://talk.diskdetective.org/#/subjects/AWI00065gz
AWI0001ouk,295.989083333333,29.8436388888889,54720,295.9891012,29.8436573,0.0866348475143557,J194357.38+295037.1,AWI0001ouk,0.533333333333333,65.1701669,2.955463,6.772,0.071,6.581,0.022,5.747,0.015,4.913,0.031,8.431,0.018,7.369,0.046,6.934,0.017,1.062,0.435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2031999437835022848,12.87626,-0.101531637445067,0.112357715532786,-2.88894763988677,0.165365791110176,-4.94073738466546,0.173693926196425,255,5282.437,16,97.78354,12.87626,16.61127,16.04266,33.9481,11.2704,1.909367,NaN,NaN,2031999437835022848,0.0519879819298372,32,16.8163,0.147913,12.508,-999,15.4137,0.004302,10.484,-999,11.168,-999,72,0.0777992549424133,49,407671782,-5.8,9.3,-1.9,8.7,ucac4,NaN,NaN,,0.121717447504749,1,https://talk.diskdetective.org/#/subjects/AWI0001ouk
AWI00025p9,246.719083333333,-43.0710833333333,58254,246.7191143,-43.0710916,0.0867042636189171,J162652.58-430415.9,AWI00025p9,0.666666666666667,339.1936732,4.131119,6.823,0.069,6.699,0.021,6,0.017,5.25,0.037,8.991,0.02,7.799,0.04,7.202,0.021,1.192,0.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5992615555729692672,13.63193,-0.0140629425643011,0.17773411493171,-3.23497439426059,0.321837690089513,-5.36259650425336,0.204297847913105,356,10359.66,11,155.6071,13.63193,23.11525,17.22174,67.97224,12.01354,1.918238,NaN,NaN,5992615555729692672,0.0436859689125699,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224784653,-2.4,25.1,-1.8,25.1,ucac4,NaN,NaN,,0.10066342633475,0,https://talk.diskdetective.org/#/subjects/AWI00025p9
AWI00042h2,124.817833333333,-41.8712222222222,183604,124.8178558,-41.8712396,0.0868392138399448,J081916.28-415216.4,AWI00042h2,0.733333333333333,259.164488,-3.2408691,7.386,0.028,7.424,0.02,6.346,0.014,5.292,0.03,9.876,0.024,8.39,0.034,7.731,0.031,1.486,0.659000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5527367690117023872,15.41909,0.190650242261278,0.126346557815737,-1.41125262692371,0.206575792924771,3.83954075419635,0.23701078187452,259,4310.407,16,242.4512,15.41909,15.88786,19.78151,71.46341,13.75915,1.978358,NaN,NaN,5527367690117023872,0.00963073003783807,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00042h2
AWI0004019,290.074375,8.25833333333333,163441,290.0743867,8.2583545,0.0868558124080132,J192017.85+081530.0,AWI0004019,0.666666666666667,43.5753371,-2.5859619,8.161,0.023,8.15,0.02,7.376,0.019,6.311,0.062,10.192,0.021,8.945,0.046,8.341,0.034,1.247,0.604000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4307907933729959552,15.36342,-0.415131517441865,0.182767173395539,-2.13825811350794,0.298217497212942,-4.11885815779181,0.270860921288417,141,1743.973,11,96.68691,15.36342,13.05828,19.42917,43.76357,13.70045,1.987993,NaN,NaN,4307907933729959552,0.028503316487431,15,20.678,0.052329,14.7534,0.04815,17.8654,0.046087,12.4752,0.00038,13.2611,0.01573,85,0.0252550488258561,62,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0004019
AWI00055tk,33.4595416666667,75.42925,222779,33.4595579,75.4292738,0.0869322302002702,J021350.29+752545.3,AWI00055tk,0.866666666666667,128.1525894,13.3993888,6.715,0.069,6.786,0.022,6.161,0.016,5.368,0.031,8.368,0.026,7.36,0.031,6.908,0.023,1.008,0.452,15.82,1.896,17.716,16.812,14.692,11.956,0,0,0,0.053,0.059,0.033,60767364,0.171884547494605,0,559256968743320064,12.69094,0.198140796504863,0.0901931002986874,-0.351793336395028,0.131551059443849,0.567199715131223,0.149845420039871,228,3487.351,17,196.9609,12.69094,35.01898,15.72365,74.23868,11.175,1.765954,NaN,NaN,559256968743320064,0.0377936131527353,2,16.4124,0.045985,11.961,-999,14.485,0.051012,10.189,-999,10.795,-999,56,0.0266522755991021,23,395731223,2.3,4.9,1.2,5.4,ucac4,NaN,NaN,,0.152778286295087,0,https://talk.diskdetective.org/#/subjects/AWI00055tk
AWI0004pdw,229.576541666667,-63.5505833333333,250274,229.5765562,-63.5506066,0.0869413633237657,J151818.37-633302.1,AWI0004pdw,0.6,318.4409245,-5.1920681,7.749,0.024,7.575,0.019,7.037,0.016,6.27,0.052,9.637,0.023,8.539,0.049,8.028,0.026,1.098,0.510999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5873442960714775296,13.97273,-0.0759242653282589,0.0940957558641295,-5.59500529146328,0.13088368417834,-2.64123929932359,0.141675602388896,309,3649.143,15,181.6974,13.97273,32.33749,17.10199,65.12856,12.45301,1.768132,NaN,NaN,5873442960714775296,0.0262551763123539,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,455612474,-10.1,5.5,-32.1,11,ucac4,NaN,NaN,,0.114231224155979,0,https://talk.diskdetective.org/#/subjects/AWI0004pdw
AWI0001tvu,249.635166666667,-41.526,53270,249.6351989,-41.5260015,0.0870415868272222,J163832.44-413133.6,AWI0001tvu,0.533333333333333,341.7986554,3.5992082,6.587,0.063,6.547,0.022,5.894,0.015,5.183,0.036,8.591,0.02,7.414,0.04,6.875,0.026,1.177,0.539,15.092,1.117,16.209,99.999,99.999,99.999,0,0,0,9.999,9.999,9.999,21373618,14.4419275610395,0,5968649118482600576,13.0454,0.528230253626792,0.14969889028795,-1.50450301802568,0.230818901058563,-1.64973230829657,0.157332449984244,392,8610.698,12,266.3272,13.0454,66.18914,16.38144,242.166,11.50544,1.793511,NaN,NaN,5968649118482600576,0.0940222460620076,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83688547,7.2,3.2,0.5,4.2,ucac4,NaN,NaN,,0.0867339018634766,1,https://talk.diskdetective.org/#/subjects/AWI0001tvu
AWI0001wtz,264.168375,-26.0933055555556,19349,264.1683835,-26.0933285,0.0870515771397615,J173640.41-260535.9,AWI0001wtz,0.533333333333333,1.3651857,3.1864658,7.638,0.032,7.41,0.02,6.425,0.017,5.722,0.056,10.29,0.024,8.891,0.061,8.226,0.02,1.399,0.664999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4062003773064976896,15.68961,-0.27241753234284,0.194289254235389,-2.66675715731434,0.305114539240673,-7.88898898497838,0.230817762654893,151,1430.653,11,134.3483,15.68961,11.0989,19.57887,46.20129,14.00437,2.031891,NaN,NaN,4062003773064976896,0.0888478598454212,17,20.6744,0.090461,15.1657,0.007366,17.8751,0.006357,12.721,0.013258,13.4792,0.012618,75,0.0884347067783803,65,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001wtz
AWI0003gj8,256.855875,-43.22875,157271,256.8559051,-43.2287602,0.0870750329725451,J170725.41-431343.5,AWI0003gj8,0.533333333333333,343.8606881,-1.604604,8.482,0.025,8.504,0.02,7.696,0.04,6.465,0.077,11.574,0.022,9.768,0.022,8.964,0.021,1.806,0.804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5965443290482259840,18.47079,-0.777115048706007,0.394768236606073,-1.89319391787575,0.558570077342649,-6.5864984894866,0.469190214607977,209,644.0881,12,109.8149,18.47079,2.826092,20.50757,36.12198,16.58175,2.539144,NaN,NaN,5965443290482259840,0.0330630100285112,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0003gj8
AWI0001asq,178.06125,-59.3363888888889,47008,178.061269,-59.3364111,0.0872380570655517,J115214.70-592011.0,AWI0001asq,0.533333333333333,295.4390568,2.6715564,7.188,0.036,7.28,0.02,6.573,0.016,5.661,0.043,9.188,0.024,7.953,0.036,7.411,0.027,1.235,0.542000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5341396946271069184,13.99461,0.0878125391084758,0.114704611397785,-5.0450707172352,0.161772843506841,1.32949124793674,0.159791067436424,312,6514.029,18,216.3215,13.99461,40.41195,17.50068,64.03151,12.39679,1.884891,NaN,NaN,5341396946271069184,0.0452522616711174,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301118195,-12.8,9.2,-11,9.1,ucac4,NaN,NaN,,0.0651020913101594,0,https://talk.diskdetective.org/#/subjects/AWI0001asq
AWI0005bkw,263.301083333333,-2.24361111111111,278803,263.3010901,-2.2436344,0.087302037709205,J173312.26-021437.0,AWI0005bkw,0.733333333333333,21.677076,16.251884,6.299,0.085,5.995,0.041,5.377,0.016,4.831,0.028,8.427,0.032,7.573,0.051,7.123,0.018,0.853999999999999,0.45,13.954,1.637,15.591,15.235,13.528,11.712,0.065,0.117,0.097,1.008,0.771,0.51,4628541,0.19383016936095,0,4369860122510101888,13.24932,0.123338643706088,0.134027008237991,2.49009997911229,0.242590611170516,-7.94359527581972,0.202118245378659,118,1701.875,9,24.53076,13.24932,4.074962,16.27661,6.745272,11.38068,2.426769,NaN,NaN,4369860122510101888,0.0386580328763404,4,18.3601,0.044149,11.779,-999,16.0054,0.006352,10.166,-999,10.722,-999,47,0.101691183449938,22,164471357,6.8,3.4,-8.7,2,ucac4,NaN,NaN,,0.164499968061908,0,https://talk.diskdetective.org/#/subjects/AWI0005bkw
AWI0001o93,290.482333333333,18.9735833333333,4531,290.482344,18.9736054,0.0873464162042429,J192155.76+185824.9,AWI0001o93,0.583333333333333,53.2234222,2.098198,7.148,0.042,7.109,0.021,6.442,0.016,5.561,0.032,9.558,0.025,8.105,0.02,7.563,0.017,1.453,0.542000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4515705667029912448,14.6773,0.0510394582293824,0.148647819782247,-3.34765782143608,0.221980828579825,-7.2601910193609,0.213113842095046,214,4288.936,12,197.377,14.6773,27.94809,18.82446,75.95398,13.03893,1.942577,NaN,NaN,4515705667029912448,0.063870389548989,3,19.9647,0.023246,14.2179,0.009794,17.1045,0.023442,11.748,-999,12.423,-999,77,0.0488513545102971,43,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001o93
AWI0002lij,272.138666666667,-5.613,130883,272.1386697,-5.6130241,0.087437996282844,J180833.28-053646.8,AWI0002lij,0.6,22.9860105,6.9017339,7.917,0.025,7.955,0.02,7.339,0.017,6.608,0.079,9.848,0.027,8.721,0.067,8.152,0.016,1.127,0.569000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4172999300080313216,14.45771,-0.113723508203384,0.128474970224049,-2.56529999649614,0.21824521300014,-5.93230418595145,0.181168258269655,129,996.6743,10,91.11089,14.45771,12.467,17.96505,31.73467,12.89132,1.831921,NaN,NaN,4172999300080313216,0.0284481877549599,7,18.8391,0.008841,14.126,0.001166,16.5789,0.002595,11.899,-999,12.46,-999,59,0.0230026805652913,37,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002lij
AWI0005y5q,297.442125,-9.16369444444445,323874,297.4421496,-9.1636948,0.0874391112085281,J194946.11-090949.3,AWI0005y5q,0.666666666666667,31.2295769,-17.0876971,6.296,0.088,6.152,0.026,5.982,0.015,5.645,0.047,7.525,0.019,6.753,0.042,6.542,0.018,0.772,0.211,10.431,1.681,12.111,11.201,99.999,99.999,0.082,0.095,0.048,0.041,9.999,9.999,3653099,0.196283893863667,0,4193688776009835648,9.589255,0.40071600756263,0.0446087560098509,11.0912611900363,0.0726132793973687,-17.5754102401734,0.0409017279953295,360,653.9831,13,292.6274,9.589255,85.21121,10.53019,89.38331,8.678041,1.294273,-173.651238822125,1.53877498047967,4193688776009835648,0.192172707736416,1,-999,-999,-999,-999,-999,-999,11.8249,0.20225,-999,-999,2,1.29019388696084,65,237429153,8.47214,2.48357,-18.6323,0.807581,tgas,0.395217,0.655234,tgas,0.20625628383608,0,https://talk.diskdetective.org/#/subjects/AWI0005y5q
AWI00058ov,262.487208333333,-12.9459444444444,268793,262.4872118,-12.9459685,0.0874499474108928,J172956.93-125645.4,AWI00058ov,0.555555555555556,11.7473131,11.5248181,7.758,0.026,7.736,0.021,6.276,0.015,5.314,0.036,9.245,0.023,8.298,0.038,7.892,0.033,0.946999999999999,0.406,14.188,2.179,16.367,15.334,13.544,11.915,0.016,0.035,0.031,0.231,0.292,0.177,904067,0.905157376469169,0,4138503595915442048,12.72478,0.0390294249500723,0.0902248950379778,-2.22112292390421,0.153331721270005,-1.09995401910882,0.117541756938815,143,872.1628,10,99.71787,12.72478,18.45593,14.65127,36.44601,11.42098,1.539952,NaN,NaN,4138503595915442048,0.0736464747805915,8,14.8142,0.012428,12.291,-999,14.1592,0,10.982,-999,11.392,-999,71,0.0870145126351583,22,430947498,-11.6,2.7,16.4,18.1,ucac4,NaN,NaN,,0.0922322418658811,1,https://talk.diskdetective.org/#/subjects/AWI00058ov
AWI00020tg,282.501125,6.35569444444444,26561,282.5011494,6.3556959,0.0874572374741976,J185000.27+062120.5,AWI00020tg,0.533333333333333,38.4314405,3.2108643,7.181,0.031,7.252,0.02,6.714,0.016,6.022,0.043,9.752,0.024,8.224,0.031,7.516,0.021,1.528,0.708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4285763116667812992,15.54246,-0.238398108119695,0.29483177006867,-1.75967930453897,0.366427846277483,-5.74785670246466,0.363268606317825,131,2650.406,10,181.7369,15.54246,9.38183,20.35545,70.61224,13.80289,2.12342,NaN,NaN,4285763116667812992,0.0168083850220672,8,21.4716,0.098641,15.4086,0.009592,18.9244,0.03558,12.31,0.02419,13.5214,0.006806,64,0.0108297349807073,33,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00020tg
AWI000473b,263.441166666667,-39.9097777777778,174184,263.4411981,-39.9097808,0.0874792397167516,J173345.88-395435.2,AWI000473b,0.571428571428571,349.3993953,-3.7605513,7.309,0.03,7.169,0.019,6.504,0.017,5.909,0.06,9.439,0.023,8.29,0.04,7.727,0.021,1.149,0.562999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5960920307658439168,13.46195,0.138968330557272,0.101545457551728,-2.12654732249351,0.158613551704755,-4.64451783928431,0.129027428716929,146,1263.564,10,86.97018,13.46195,14.48165,15.88242,31.77557,12.04172,1.654744,NaN,NaN,5960920307658439168,0.0377512331830381,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,465201299,3.2,5.1,-0.2,5.2,ucac4,NaN,NaN,,12.8325620353166,0,https://talk.diskdetective.org/#/subjects/AWI000473b
AWI0003h1n,262.683458333333,-37.5061388888889,148008,262.6834807,-37.5061555,0.0874992925985068,J173044.03-373022.1,AWI0003h1n,3.29411764705882,351.0947192,-1.9549686,7.728,0.027,7.665,0.02,6.68,0.021,5.545,0.048,10.303,0.023,8.742,0.044,7.982,0.026,1.561,0.760000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5962191691027010816,16.87199,-2.75398439447169,0.44465463484288,-4.74012115977699,0.926349008549479,-10.478313223741,0.673500307426815,156,4481.254,11,111.98,16.87199,9.95712,20.03914,51.74467,14.98638,2.458822,NaN,NaN,5962191691027010816,0.0727759253341767,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0003h1n
AWI000126q,230.162541666667,-55.9015277777778,24683,230.1625495,-55.9015517,0.0875590728830955,J152039.01-555405.5,AWI000126q,0.6,322.7974567,1.105382,7.537,0.027,7.344,0.02,6.584,0.016,5.801,0.044,10.926,0.025,9.039,0.023,8.108,0.023,1.887,0.930999999999999,16.206,1.297,17.503,16.869,15.904,15.327,0,0,0,-0.064,0,0,28971953,12.6965483000306,0,5886400322975915520,18.1931,0.410296828251796,0.342353147250198,-4.57817606479274,0.678922076144976,-1.53656711084896,0.64323987633811,229,2013.16,14,112.6655,18.1931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5886400322975915520,0.117415595932046,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45616171,4.3,3.9,-4.9,5.9,ucac4,NaN,NaN,,13.8777225907542,0,https://talk.diskdetective.org/#/subjects/AWI000126q
AWI0002er6,225.692416666667,-52.1306944444444,105992,225.6924545,-52.1307017,0.0875931521562253,J150246.18-520750.5,AWI0002er6,0.666666666666667,322.4726677,5.6872414,6.968,0.046,7.003,0.019,6.261,0.014,5.341,0.038,8.639,0.029,7.61,0.034,7.252,0.024,1.029,0.358000000000001,13.308,2.256,15.564,14.368,12.428,11.097,0.084,0.138,0.11,0.072,0.055,0.034,26755229,0.428694535934688,0,5900182529419794432,11.83223,0.610823105659623,0.0713015016510979,-5.72998251457733,0.143904940130025,-9.11689367429976,0.132395050394657,219,997.3981,11,281.1022,11.83223,49.24722,13.4783,130.437,10.62274,1.458808,-36.3273328182667,0.645480133064442,5900182529419794432,0.103961842024124,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,370188297,-2.7,1.7,-1,1.7,ucac4,NaN,NaN,,0.0838582365301967,0,https://talk.diskdetective.org/#/subjects/AWI0002er6
AWI0003mqw,151.981291666667,-58.7751944444444,152541,151.9813186,-58.7752144,0.087678011737975,J100755.51-584630.7,AWI0003mqw,0.785714285714286,283.0822878,-2.3548048,6.257,0.086,6.018,0.037,5.161,0.015,4.133,0.024,8.676,0.027,7.202,0.049,6.489,0.023,1.474,0.713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5258379347266011008,14.5021,0.371617508230008,0.134507415144221,-1.28960623061873,0.228217165347727,3.20727705476115,0.224496989716446,262,7538.248,18,206.6045,14.5021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5258379347266011008,0.0271647238241984,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0003mqw
