Name,RA,DEC,MatchID,MatchRA,MatchDEC,dstArcSec,designation,ZooniverseID,goodFraction,glon,glat,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,j_h,h_k,A_Vmag,A_B_V,A_Bmag,A_gMag,A_rMag,A_iMag,A_Verr,A_B_Verr,A_Berr,A_gErr,A_rErr,A_iErr,A_objid,A_dstArcSec,A_contamination,G_source_id,G_phot_g_mean_mag,G_parallax,G_parallax_error,G_pmra,G_pmra_error,G_pmdec,G_pmdec_error,G_astrometric_n_good_obs_al,G_astrometric_chi2_al,G_visibility_periods_used,G_phot_g_mean_flux_over_error,G_phot_g_mean_mag1,G_phot_bp_mean_flux_over_error,G_phot_bp_mean_mag,G_phot_rp_mean_flux_over_error,G_phot_rp_mean_mag,G_phot_bp_rp_excess_factor,G_radial_velocity,G_radial_velocity_error,G_objid,G_dstArcSec,G_contamination,P_gMeanPSFMag,P_gMeanPSFMagErr,P_iMeanPSFMag,P_iMeanPSFMagErr,P_rMeanPSFMag,P_rMeanPSFMagErr,P_yMeanPSFMag,P_yMeanPSFMagErr,P_zMeanPSFMag,P_zMeanPSFMagErr,P_nDetections,P_dstArcSec,P_contamination,T_id,T_pmRA,T_e_pmRA,T_pmDEC,T_e_pmDEC,T_PMflag,T_plx,T_e_plx,T_PARflag,T_dstArcSec,T_contamination,ZooniverseURL
AWI0001cx5,226.593916666667,-55.6215555555556,28128,226.5939456,-55.6215582,0.0595801162828771,J150622.54-553717.6,AWI0001cx5,0.6,321.2233355,2.3834168,7.399,0.034,7.252,0.019,6.411,0.016,5.457,0.032,10.234,0.023,8.621,0.053,7.882,0.02,1.613,0.739000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5881344772835746304,16.46497,-0.13017327599331,0.300687947555029,-7.14611400796585,0.508110454982107,-0.516759947752961,0.513026617931727,192,3219.228,13,113.8839,16.46497,5.591329,20.88569,30.73139,14.64543,2.28885,NaN,NaN,5881344772835746304,0.054440639588014,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38310262,-7.2,5.5,-17.4,5.5,ucac4,NaN,NaN,,14.2321231323884,0,https://talk.diskdetective.org/#/subjects/AWI0001cx5
AWI0004d7c,291.306208333333,8.60061111111111,214518,291.3062212,8.6006217,0.0595876999229569,J192513.49+083602.2,AWI0004d7c,0.533333333333333,44.4508879,-3.5011331,6.629,0.068,6.582,0.023,5.942,0.015,5.343,0.034,8.278,0.027,7.201,0.034,6.687,0.017,1.077,0.513999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4308265446807257344,13.37369,-0.348105881277813,0.133362369834667,-0.64251834316322,0.215342794099445,-5.08651949593429,0.16520565332716,428,8477.577,14,492.3335,13.37369,46.70058,16.97311,134.4753,11.76671,1.898243,NaN,NaN,4308265446807257344,0.0383408606331428,32,18.1478,0.009773,12.222,-999,15.8132,0.024684,10.244,-999,10.911,-999,90,0.181554945661256,40,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0004d7c
AWI00020z3,283.67875,8.80555555555556,46114,283.6787558,8.8055711,0.0596429321476029,J185442.90+084820.0,AWI00020z3,0.733333333333333,41.1486232,3.2807574,6.191,0.074,6.015,0.03,5.465,0.015,4.766,0.027,8.631,0.035,7.233,0.033,6.58,0.023,1.398,0.653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4310439421788960640,13.96801,0.457583572479814,0.1921977863119,-2.23213140837536,0.309769398489646,-5.81550197180449,0.330161819237806,191,5535.098,11,454.7084,13.96801,27.76742,18.43448,93.56406,12.29456,2.001751,NaN,NaN,4310439421788960640,0.0128824829196118,9,19.6481,0.048347,13.204,-999,17.2919,0.095027,10.906,-999,11.663,-999,66,0.0492737280642433,34,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00020z3
AWI0001enw,249.216666666667,-43.3772777777778,6525,249.2166863,-43.3772862,0.0596535318371515,J163652.00-432238.2,AWI0001enw,0.533333333333333,340.2129276,2.5915171,6.273,0.094,5.957,0.028,5.485,0.015,4.872,0.038,8.643,0.034,7.306,0.053,6.599,0.024,1.337,0.707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5944385959197774464,13.97673,-0.0831656343139437,0.144434498845895,3.47053317932702,0.338373047477558,-3.33149702281833,0.209820631863504,302,5884.037,11,132.3819,13.97673,11.38216,18.36901,45.67644,12.31939,1.973293,NaN,NaN,5944385959197774464,0.0503366640919502,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001enw
AWI0002blw,289.736875,22.4228888888889,54573,289.7368913,22.4228958,0.0596771588803932,J191856.85+222522.4,AWI0002blw,0.583333333333333,55.9526102,4.3252006,7.538,0.029,7.562,0.02,6.734,0.016,5.725,0.036,9.382,0.021,8.233,0.029,7.767,0.031,1.149,0.466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2022143381213584384,14.17863,-0.00300656884335151,0.0915281286466218,-1.99136842733828,0.112112840261473,-4.07780949197181,0.162797053932132,434,4223.373,15,276.8554,14.17863,41.0866,17.77016,89.84004,12.61233,1.829602,NaN,NaN,2022143381213584384,0.0382019606215522,16,18.8471,0.044341,13.357,-999,16.604,0.004951,11.357,-999,12.031,-999,62,0.0176792050451627,38,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002blw
AWI0003mgt,136.737708333333,-50.6488333333333,178359,136.7377297,-50.648843,0.0599151482538025,J090657.05-503855.8,AWI0003mgt,0.642857142857143,271.142273,-2.1796238,7.006,0.046,7.047,0.019,6.218,0.017,5.224,0.032,9.735,0.027,8.173,0.036,7.497,0.042,1.562,0.676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5324270094122288256,14.98231,-0.0501418362421696,0.137648662997959,-3.44801495612248,0.265664224458647,2.86967506328646,0.2362064197875,186,3427.17,15,206.1081,14.98231,20.55018,19.2277,84.51619,13.32416,1.97661,NaN,NaN,5324270094122288256,0.0539839820159509,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0003mgt
AWI0005kar,268.382375,-7.49647222222222,336457,268.3823766,-7.4964888,0.0599526085916092,J175331.77-072947.3,AWI0005kar,0.666666666666667,19.5073798,9.2707757,6.695,0.076,6.704,0.022,6.205,0.016,5.564,0.045,8.384,0.021,7.311,0.042,6.844,0.018,1.073,0.467,15.629,2.257,17.887,16.671,14.599,11.978,0,0,0,0.098,0.056,0.053,1714890,0.382153825714554,0,4171587286626201600,12.70605,0.108018086994245,0.159748036498438,0.023795974168281,0.210937354266277,-11.3482950191173,0.185501394956254,114,905.1041,10,186.5469,12.70605,25.58171,15.7942,84.84015,11.19053,1.763044,NaN,NaN,4171587286626201600,0.202324764332262,7,16.4532,0.02999,12.211,-999,14.4354,0.005389,10.303,-999,10.949,-999,54,0.145682271122591,27,7740026,4.4,2.2,-9.1,2.4,ucac4,NaN,NaN,,0.234359655383867,0,https://talk.diskdetective.org/#/subjects/AWI0005kar
AWI000671e,306.667625,12.4991111111111,356255,306.6676357,12.4991241,0.0600065651746214,J202640.23+122956.8,AWI000671e,0.533333333333333,55.5598227,-14.5996921,6.39,0.081,6.1,0.034,5.533,0.015,5.107,0.031,7.948,0.023,7.201,0.02,6.846,0.016,0.747000000000001,0.355,13.86,1.429,15.289,14.616,13.054,10.618,1.265,1.826,1.316,1.404,1.023,0.482,40971637,0.096377083162182,0,1803721925990088448,12.55997,0.109458129642811,0.103868784394442,-4.36948611744541,0.159406859139016,-5.66360112037602,0.149087265980675,254,4051.021,13,34.97473,12.55997,4.103163,15.66104,9.100405,10.74379,2.311445,NaN,NaN,1803721925990088448,0.0726137983869838,3,15.7267,0.006591,10.911,-999,12.142,-999,9.642,-999,9.968,-999,58,0.0550361079087084,29,305411825,0.8,6,-1.5,6.8,ucac4,NaN,NaN,,0.162412344303865,0,https://talk.diskdetective.org/#/subjects/AWI000671e
AWI0005mqf,353.997333333333,69.1091388888889,297181,353.9973633,69.1091517,0.0600575029415208,J233559.36+690632.9,AWI0005mqf,0.8,116.2588512,7.2207341,7.21,0.035,7.187,0.02,6.119,0.016,5.087,0.032,9.082,0.019,7.975,0.038,7.536,0.016,1.107,0.439,15.719,1.765,17.484,16.672,14.571,12.439,0.293,0.317,0.122,0.134,0.189,0.345,59729968,0.235292298496816,0,2214387697899747840,13.13828,0.177195708354057,0.0853724974152116,-1.92651393149207,0.142092205127401,-2.12549119108968,0.115280878638736,236,3379.574,18,148.2203,13.13828,26.29758,15.78223,56.70933,11.68736,1.68524,NaN,NaN,2214387697899747840,0.0610675303872283,1,16.3985,0.029389,12.43,-999,14.4752,0.021119,10.954,-999,11.432,-999,68,0.0765300196905361,25,427955356,0.1,3,-2.4,3.5,ucac4,NaN,NaN,,0.0954949214786112,0,https://talk.diskdetective.org/#/subjects/AWI0005mqf
AWI0005gm3,250.825958333333,-32.0467777777778,321282,250.8259669,-32.0467928,0.0600663762868229,J164318.23-320248.4,AWI0005gm3,1,349.6272147,9.1012053,6.142,0.086,6.029,0.033,5.363,0.015,4.529,0.03,7.503,0.02,6.57,0.047,6.155,0.038,0.933,0.415,13.63,1.781,15.411,14.459,12.728,10.434,0.018,0.023,0.015,0.035,0.03,0.066,16765766,0.260070592208978,0,6030370792146235264,11.3166,0.497706868933209,0.156426061634802,-3.4410657240987,0.269666619670563,0.980119296598713,0.162177100214655,283,6185.819,11,160.7271,11.3166,32.86048,13.78054,79.007,9.919331,1.618672,NaN,NaN,6030370792146235264,0.176809988191381,17,14.4099,0.002883,10.715,-999,12.439,-999,9.17,-999,9.704,-999,4,0.112329263473786,7,95495745,-14.7,2.4,9.5,2.5,ucac4,NaN,NaN,,0.150268994818283,0,https://talk.diskdetective.org/#/subjects/AWI0005gm3
AWI00043fl,174.302958333333,-65.5545277777778,166646,174.3029977,-65.5545315,0.060158931592642,J113712.71-653316.3,AWI00043fl,0.6,295.3477015,-3.7815537,6.694,0.065,6.563,0.025,5.81,0.015,4.998,0.029,8.636,0.021,7.53,0.051,6.962,0.02,1.106,0.568000000000001,15.02,0.602,15.622,15.3,99.999,99.999,0.059,0.071,0.039,0,9.999,9.999,32676295,13.8160207924289,0,5237266112675684224,13.24356,0.231039684054092,0.0880806341671226,-8.14857653170174,0.155144481033684,1.82172994975334,0.145806097188781,312,5931.684,18,161.0139,13.24356,31.80077,16.53204,52.12651,11.66567,1.857583,NaN,NaN,5237266112675684224,0.0872852240002243,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,319217273,1.4,4.8,-2,4.8,ucac4,NaN,NaN,,0.143884620803337,0,https://talk.diskdetective.org/#/subjects/AWI00043fl
AWI0003vx2,271.3165,-27.4626111111111,161797,271.3165151,-27.4626211,0.0601636683270576,J180515.96-272745.4,AWI0003vx2,1,3.4551626,-2.9958735,7.148,0.038,7.19,0.02,5.853,0.016,4.873,0.029,9.179,0.021,8.098,0.031,7.488,0.016,1.081,0.61,13.96,0.636,14.596,99.999,99.999,99.999,0.047,0.054,0.026,9.999,9.999,9.999,14629169,12.2074982085454,0,4062946673015929472,14.80936,0.471202338314529,0.14517387838173,-0.176196718674568,0.350011505154941,-6.62810678111456,0.286555525853898,120,1275.832,9,100.3752,14.80936,21.58819,18.12265,32.33969,13.05598,2.176452,NaN,NaN,4062946673015929472,0.204535802327386,59,19.8885,0.065002,13.314,-999,17.6758,0.00236,11.31,-999,11.935,-999,48,0.23839759406571,81,407721032,10.2,19.4,65.8,15.3,ucac4,NaN,NaN,,7.10748834859519,2,https://talk.diskdetective.org/#/subjects/AWI0003vx2
AWI0006495,240.87625,-67.6951111111111,323253,240.8762562,-67.6951277,0.0603178247432532,J160330.30-674142.4,AWI0006495,0.6,319.6521685,-11.2983549,7.776,0.027,7.637,0.02,6.866,0.015,6.148,0.056,9.716,0.027,8.912,0.046,8.467,0.036,0.803999999999998,0.445,13.893,1.688,15.581,14.702,13.272,11.576,0.077,0.115,0.086,0.027,0.034,0.11,33009599,0.341232035645171,0,5821307486568735488,13.15253,-0.0264156069724176,0.0534142267764614,-5.48482025015597,0.0539717113229041,-2.7471201604049,0.08330220714296,415,2818.102,19,47.91726,13.15253,9.660023,15.14828,16.55155,11.7348,1.688886,NaN,NaN,5821307486568735488,0.0567694029427648,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360599790,-8.3,2.8,-4,3.5,ucac4,NaN,NaN,,0.141224832885921,0,https://talk.diskdetective.org/#/subjects/AWI0006495
AWI0002hz6,260.72475,-26.3943055555556,85627,260.7247614,-26.3943189,0.0604919262036748,J172253.94-262339.5,AWI0002hz6,0.533333333333333,359.4152252,5.6052133,7.815,0.026,7.857,0.021,7.207,0.019,6.644,0.104,9.641,0.023,8.48,0.029,7.984,0.024,1.161,0.496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4109834281284016384,14.57456,0.0871769337718557,0.213345237498431,-5.72266606705259,0.315044008772038,-2.15620733653793,0.225577258013251,148,2347.868,11,87.37304,14.57456,16.4776,18.04829,33.63251,12.94566,1.939675,NaN,NaN,4109834281284016384,0.0437428357589687,37,18.9957,0.017163,13.9001,0.001063,16.6437,0.013057,11.7639,0.000263,12.6506,0.114482,80,0.03517412866019,75,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002hz6
AWI0001q8v,337.434541666667,60.1883333333333,12491,337.4345484,60.1883498,0.0604925060246217,J222944.29+601118.0,AWI0001q8v,0.933333333333333,106.1730786,2.0111595,6.771,0.063,6.572,0.023,5.818,0.015,4.992,0.027,8.847,0.026,7.527,0.02,6.986,0.015,1.32,0.541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2200565050037353856,13.59347,0.108255386827559,0.0909475664526052,-1.33515590918355,0.182854504337143,0.00183734218858211,0.177040330233961,240,4396.009,18,125.5959,13.59347,17.81089,17.14782,46.86719,12.00527,1.867287,NaN,NaN,2200565050037353856,0.0261450529203047,5,18.1464,0.01339,12.772,-999,15.9916,0.016078,10.946,-999,11.543,-999,61,0.00360071174440513,30,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001q8v
AWI0001qry,74.6167916666667,48.1121388888889,67261,74.6168167,48.1121407,0.0605230727166214,J045828.03+480643.7,AWI0001qry,0.8,159.0315046,3.3405016,6.989,0.054,6.894,0.021,6.163,0.017,5.511,0.042,8.926,0.021,7.688,0.024,7.264,0.017,1.238,0.423999999999999,99.999,99.999,99.999,16.436,14.211,12.114,9.999,9.999,9.999,0.196,0.2,0.075,54298446,1.07274032743155,0,255379614415529984,12.99734,0.35596651377697,0.106741411853543,2.20832807898023,0.176530397046438,-4.95432133163596,0.146128073969336,208,2859.56,11,207.3694,12.99734,33.98918,15.63073,86.51735,11.55031,1.68008,NaN,NaN,255379614415529984,0.0869231704181088,2,16.399,0.03504,12.385,-999,14.3298,0.016204,10.809,-999,11.34,-999,71,0.135901884020456,37,453064201,-2.4,3,-3.9,3,ucac4,NaN,NaN,,0.188611282809247,0,https://talk.diskdetective.org/#/subjects/AWI0001qry
AWI00065ev,277.63775,-43.4782222222222,348702,277.6377668,-43.4782338,0.0605247359301923,J183033.06-432841.6,AWI00065ev,0.533333333333333,351.2911425,-14.772192,8.029,0.024,7.698,0.02,6.714,0.016,6.103,0.061,9.746,0.021,8.956,0.028,8.569,0.023,0.790000000000001,0.386999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,6721847023408149760,13.28905,0.237099632934689,0.0949989640330834,-1.45122904172858,0.181251225388176,-5.31727236330697,0.165688897607828,141,1430.469,10,47.42365,13.28905,14.67499,15.27405,15.36871,11.94631,1.585125,NaN,NaN,6721847023408149760,0.0518169468147469,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91007987,-7.5,19.3,-11.9,6.5,ucac4,NaN,NaN,,0.0982962333433377,0,https://talk.diskdetective.org/#/subjects/AWI00065ev
AWI00041h5,310.621041666667,38.1396111111111,187933,310.6210602,38.1396195,0.0605454569769798,J204229.05+380822.6,AWI00041h5,0.666666666666667,78.7718973,-2.5470396,5.988,0.108,5.84,0.045,5.311,0.016,4.468,0.029,8.172,0.024,6.787,0.071,6.18,0.021,1.385,0.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2063334763259189888,13.3307,0.373607539415326,0.0968367889239871,-2.17813044087164,0.16346563567752,-4.76651610793112,0.149319024599618,297,7384.96,17,302.8537,13.3307,49.25302,17.3216,104.697,11.71956,1.89735,NaN,NaN,2063334763259189888,0.13671903330258,6,18.4978,0.019519,12.67,-999,15.8209,0.027285,10.42,-999,11.163,-999,66,0.182456841772676,24,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00041h5
AWI0001es0,250.312958333333,-42.2631111111111,8722,250.3129742,-42.2631232,0.0606708483903562,J164115.11-421547.2,AWI0001es0,0.733333333333333,341.5811242,2.7327795,6.203,0.093,6.198,0.031,5.556,0.017,4.942,0.039,8.723,0.029,7.186,0.029,6.48,0.018,1.537,0.706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5967819438192554112,14.58425,0.448334921106462,0.181390766045152,-0.562003798781928,0.305833257968741,-2.28166471091065,0.196896180018016,266,6544.829,12,278.9073,14.58425,19.48846,19.52456,147.8636,12.8628,2.087443,NaN,NaN,5967819438192554112,0.079012267512648,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001es0
AWI0004ej6,71.738625,38.7371111111111,184328,71.7386427,38.7371208,0.0607208625968255,J044657.27+384413.6,AWI0004ej6,0.866666666666667,164.9660575,-4.2132023,6.677,0.074,6.438,0.024,5.785,0.016,5.338,0.038,8.916,0.023,7.906,0.024,7.291,0.017,1.01,0.614999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,199706740793290880,13.91202,0.232801250910503,0.164380769332825,-0.676057814662793,0.290860819040256,-0.97820024753385,0.193955927148431,233,3149.283,11,18.82734,13.91202,2.746163,17.16212,6.722603,11.87682,2.81325,NaN,NaN,199706740793290880,0.102280270352738,0,20.5166,0.128361,12.906,-999,17.7282,0.147124,10.953,-999,11.553,-999,68,0.108535255201304,34,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0004ej6
AWI0005cki,254.835416666667,-8.11763888888889,223914,254.83543,-8.1176494,0.0607447583806361,J165920.50-080703.5,AWI0005cki,0.533333333333333,11.8002855,20.4614757,7.458,0.03,7.095,0.02,6.565,0.017,6.08,0.053,9.697,0.024,8.65,0.065,8.109,0.026,1.047,0.541,15.578,1.712,17.29,16.681,14.852,12.24,0,0,0,0.297,0.179,0.064,1265443,0.2652320298282,0,4339792735797751424,13.90946,-0.312409783485778,0.0945422665012406,-3.8962348751713,0.176887502593159,-6.03243049211533,0.115415048846454,267,2638.658,12,19.03728,13.90946,2.475237,16.59045,7.624088,12.11375,2.288982,NaN,NaN,4339792735797751424,0.117346972013225,3,16.4515,0.102741,12.727,-999,14.1174,0.015988,11.425,-999,11.871,-999,80,0.11681090123587,35,181828786,-9.5,3.4,-11.6,3.4,ucac4,NaN,NaN,,0.0378847492412023,0,https://talk.diskdetective.org/#/subjects/AWI0005cki
AWI0004gbg,235.665791666667,-60.3967222222222,230295,235.6658186,-60.3967326,0.0607448126668313,J154239.79-602348.2,AWI0004gbg,0.533333333333333,322.6017017,-4.2387437,6.991,0.049,7.052,0.02,6.353,0.016,5.684,0.04,8.798,0.027,7.782,0.046,7.265,0.033,1.016,0.517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5833630572420598400,13.224,-0.0493331628548036,0.1010594315909,-5.0839064891527,0.145444833954856,-3.75641895351267,0.154006669139931,327,5917.465,16,129.9826,13.224,16.81956,16.49681,44.15512,11.67977,1.802485,NaN,NaN,5833630572420598400,0.0110039654544658,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,423848985,-4.9,5.6,-0.7,5.5,ucac4,NaN,NaN,,0.0930942834613606,1,https://talk.diskdetective.org/#/subjects/AWI0004gbg
AWI00059jy,277.232791666667,12.948,221899,277.2328058,12.9480098,0.0608562315909213,J182855.87+125652.8,AWI00059jy,0.733333333333333,42.0604758,10.7902128,7.159,0.04,7.119,0.02,6.633,0.016,6.131,0.048,8.56,0.026,7.655,0.047,7.367,0.016,0.905,0.288,12.062,2.032,14.094,13.079,11.365,10.504,0.079,0.126,0.099,0.094,0.096,0.05,41978254,0.0638581333250351,0,4484436621479174144,11.19561,0.109788458396607,0.0894116873733725,-1.56675494298142,0.121548254688504,-7.77042042504421,0.156067125721701,240,1405.349,10,194.17,11.19561,236.6127,12.4183,458.892,10.14078,1.363281,-105.74092485281,0.603502167453426,4484436621479174144,0.0820906039103802,2,13.309,-999,10.876,-999,11.696,-999,10.02,-999,10.321,-999,56,0.829918391087284,34,405601538,-2.7,2.5,-5.2,3.3,ucac4,NaN,NaN,,0.166879321465283,0,https://talk.diskdetective.org/#/subjects/AWI00059jy
AWI00064ka,259.812875,-57.7254444444444,310184,259.8129002,-57.7254547,0.0609077216868496,J171915.09-574331.6,AWI00064ka,0.533333333333333,333.0270331,-11.5070505,8.365,0.023,8.411,0.02,7.585,0.019,6.911,0.095,9.673,0.021,8.834,0.042,8.533,0.023,0.839,0.301,14.248,1.768,16.016,14.992,13.63,11.817,0.13,0.201,0.153,0.07,0.096,0.141,29350391,0.377773155958101,0,5916171150788920960,13.16424,-0.0135555149743614,0.0784271264241373,-1.62983018895501,0.105155070634922,-4.29614261604775,0.101498138324677,295,2566.867,14,61.76132,13.16424,16.29982,15.1626,23.34043,11.85232,1.542606,-60.2928185324111,1.16404715738416,5916171150788920960,0.0617990008878578,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,367216082,-0.5,3.9,-0.5,1.8,ucac4,NaN,NaN,,0.0622990246478499,0,https://talk.diskdetective.org/#/subjects/AWI00064ka
AWI0001tso,248.762416666667,-42.8245833333333,26056,248.7624243,-42.8245993,0.0609111616911037,J163502.98-424928.5,AWI0001tso,0.545454545454545,340.3989827,3.2087227,6.812,0.061,6.722,0.02,5.96,0.016,4.911,0.031,9.24,0.024,7.816,0.053,7.171,0.02,1.424,0.645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5944463955810164224,14.49941,0.205199241304597,0.169310206786491,-0.623325373314602,0.280022063104828,-4.45514704307656,0.183227228178361,396,6755.127,11,1495.894,14.49941,35.15062,18.99358,338.2846,12.83401,1.986734,NaN,NaN,5944463955810164224,0.0323804853500479,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001tso
AWI0003mbb,128.970958333333,-44.6878333333333,187842,128.9709733,-44.6878465,0.0609434446613244,J083553.03-444116.2,AWI0003mbb,0.6,263.217812,-2.4178633,6.167,0.106,5.939,0.037,5.154,0.015,4.127,0.024,8.427,0.024,7.103,0.051,6.491,0.027,1.324,0.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5523110071863533440,13.08116,0.317960631947292,0.113403805587614,-1.26195544091202,0.196602848118192,3.31586547697171,0.200583593470126,261,8533.963,15,186.249,13.08116,29.94841,16.49361,65.67381,11.51801,1.829195,NaN,NaN,5523110071863533440,0.0743161244606042,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,141190058,-21.1,4.1,19.3,3.3,ucac4,NaN,NaN,,0.139994089801699,1,https://talk.diskdetective.org/#/subjects/AWI0003mbb
AWI00042vp,151.860583333333,-60.6202777777778,190537,151.8606049,-60.6202911,0.0612453743213372,J100726.54-603713.0,AWI00042vp,0.888888888888889,284.1120221,-3.8880576,7.016,0.049,7.021,0.021,6.232,0.015,5.417,0.03,8.771,0.019,7.834,0.059,7.37,0.02,0.937000000000001,0.464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5256436136598865408,12.89884,0.309888972627495,0.0962066909176638,-3.33237970809179,0.187979963955158,3.71496185492468,0.171854693471148,234,3718.623,18,203.2314,12.89884,33.93626,15.71351,72.36105,11.39616,1.755055,NaN,NaN,5256436136598865408,0.0603999688417392,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,375486648,1,4.7,-2.7,4.7,ucac4,NaN,NaN,,0.0764952443429755,2,https://talk.diskdetective.org/#/subjects/AWI00042vp
AWI0001q09,320.158541666667,53.2411388888889,48025,320.1585605,53.2411517,0.061427754126955,J212038.05+531428.1,AWI0001q09,0.533333333333333,94.4756515,2.4397177,7.311,0.035,7.184,0.019,6.581,0.017,5.788,0.038,10.805,0.021,8.895,0.026,7.997,0.018,1.91,0.898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2175825385573442432,16.96176,-0.108060435541236,0.172538768084253,-0.805993921782427,0.277418079834373,-2.30103095258695,0.281018779145747,211,1704.351,15,195.4494,16.96176,6.41876,21.04401,67.62919,15.12778,2.323877,NaN,NaN,2175825385573442432,0.0667614715197186,6,22.333,-999,16.8793,0.020148,20.5747,0.034962,13.5306,0.014701,14.8739,0.005785,57,0.0603061575424937,33,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001q09
