Name,RA,DEC,MatchID,MatchRA,MatchDEC,dstArcSec,designation,ZooniverseID,goodFraction,glon,glat,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,j_h,h_k,A_Vmag,A_B_V,A_Bmag,A_gMag,A_rMag,A_iMag,A_Verr,A_B_Verr,A_Berr,A_gErr,A_rErr,A_iErr,A_objid,A_dstArcSec,A_contamination,G_source_id,G_phot_g_mean_mag,G_parallax,G_parallax_error,256,G_distance,G_distance_error,G_dist_mod,,,G_pmra,G_pmra_error,G_pmdec,G_pmdec_error,G_astrometric_n_good_obs_al,G_astrometric_chi2_al,G_visibility_periods_used,G_phot_g_mean_flux_over_error,G_phot_g_mean_mag1,G_phot_bp_mean_flux_over_error,G_phot_bp_mean_mag,G_phot_rp_mean_flux_over_error,G_phot_rp_mean_mag,G_phot_bp_rp_excess_factor,G_radial_velocity,G_radial_velocity_error,G_objid,G_dstArcSec,G_contamination,P_gMeanPSFMag,P_gMeanPSFMagErr,P_iMeanPSFMag,P_iMeanPSFMagErr,P_rMeanPSFMag,P_rMeanPSFMagErr,P_yMeanPSFMag,P_yMeanPSFMagErr,P_zMeanPSFMag,P_zMeanPSFMagErr,P_nDetections,P_dstArcSec,P_contamination,T_id,T_pmRA,T_e_pmRA,T_pmDEC,T_e_pmDEC,T_PMflag,T_plx,T_e_plx,T_PARflag,T_dstArcSec,T_contamination,ZooniverseURL
AWI0002f8h,239.0105417,-45.22463889,110938,239.0105565,-45.2246531,0.0634976,J155602.53-451328.7,AWI0002f8h,0.533333333,333.6672393,6.347741,5.972,0.087,5.72,0.047,5.254,0.015,4.665,0.027,7.665,0.026,6.612,0.033,6.1,0.021,1.053,0.512,99.999,99.999,99.999,16.794,14.425,11.758,9.999,9.999,9.999,0,0,0.149,23840299,0.254982076,0,5.98831E+18,12.34374,0.791751815,0.149731467,5.287811781,1263.022049,238.8553341,10.50705466,0.278246687,1.836685338,-4.433989175,0.325171578,-4.140493811,0.259622334,267,5698.546,13,230.7856,12.34374,52.34467,15.91608,79.87281,10.76833,1.845265,NaN,NaN,5.98831E+18,0.061915266,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,255184165,1.8,4.7,-5.2,5,ucac4,NaN,NaN,,0.144365567,0,https://talk.diskdetective.org/#/subjects/AWI0002f8h
AWI0001b6j,191.773625,-60.07261111,37139,191.7736346,-60.0726223,0.043815143,J124705.67-600421.4,AWI0001b6j,0.666666667,302.3895653,2.7946306,5.753,0.097,5.602,0.032,4.832,0.014,4.097,0.023,7.657,0.023,6.515,0.033,5.975,0.023,1.142,0.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,6.05665E+18,12.77335,0.77173794,0.127063165,6.073655904,1295.776646,213.3437697,10.56265074,0.242657367,2.210699258,-4.707904204,0.154266268,2.012056458,0.146916977,340,7148.151,18,186.8974,12.77335,47.57426,16.41352,61.69815,11.12965,1.961629,NaN,NaN,6.05665E+18,0.153262651,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,460709817,-15.6,9.3,27.8,9.2,ucac4,NaN,NaN,,0.117471517,1,https://talk.diskdetective.org/#/subjects/AWI0001b6j
AWI0005n07,79.94408333,23.67963889,361821,79.9441173,23.6796421,0.112579759,J051946.58+234046.7,AWI0005n07,0.866666667,181.2780971,-7.7137752,5.679,0.106,5.523,0.049,4.994,0.015,4.364,0.028,7.355,0.034,6.232,0.049,5.75,0.017,1.123,0.482,14.535,2.423,16.958,15.726,13.432,10.854,0.079,0.156,0.134,0.114,0.085,0.062,45470634,0.751958546,0,3.41713E+18,11.68268,0.769967362,0.139291664,5.527734679,1298.756348,234.9527291,10.56763842,0.266662739,1.115041583,1.595597672,0.235413052,-3.295897385,0.156645002,174,2605.89,11,116.9941,11.68268,17.63369,14.80324,46.58484,10.17001,1.757294,NaN,NaN,3.41713E+18,0.258155469,0,15.3568,0.053149,11.2129,0.144998,13.4728,0.009039,9.61126,0.112716,9.82547,0.062755,37,0.254912856,34,6142574,2.3,5.5,-2.7,6.5,ucac4,NaN,NaN,,0.282714493,0,https://talk.diskdetective.org/#/subjects/AWI0005n07
AWI0002lcs,271.0912917,-8.414194444,126766,271.0912974,-8.414204,0.040003098,J180421.91-082451.1,AWI0002lcs,0.6,20.0079618,6.4790256,6.84,0.059,6.82,0.02,6.246,0.015,5.585,0.043,8.872,0.026,7.656,0.031,7.086,0.02,1.216,0.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.17052E+18,14.06426,0.750180269,0.203089607,3.693838801,1333.012932,360.8746899,10.62417181,0.399737099,3.440088187,-3.276946698,0.379515589,-2.724604903,0.342116638,122,2688.301,10,132.4162,14.06426,20.16114,18.16767,34.41025,12.41392,1.964603,NaN,NaN,4.17052E+18,0.05027156,9,19.0902,0.048888,13.027,-999,16.7344,0.033511,11.045,-999,11.656,-999,66,0.071834841,46,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002lcs
AWI0003ez4,219.3141667,-61.90372222,192579,219.3141706,-61.9037443,0.079759276,J143715.40-615413.4,AWI0003ez4,0.533333333,315.0473352,-1.5468487,6.439,0.07,6.276,0.027,5.343,0.015,4.285,0.027,8.705,0.026,7.399,0.036,6.767,0.016,1.306,0.632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.87754E+18,14.13326,0.749076279,0.155977583,4.802461136,1334.97753,277.9777893,10.62736978,0.307489549,3.505890221,-7.368604084,0.160714944,-2.941856299,0.21730354,341,7531.167,14,169.1305,14.13326,36.91602,18.49042,55.01029,12.43555,2.047972,NaN,NaN,5.87754E+18,0.081357471,36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0003ez4
AWI0002ozz,70.8095,45.73669444,98405,70.8095022,45.7367217,0.098275588,J044314.28+454412.1,AWI0002ozz,0.8,159.2012018,-0.1765368,6.042,0.104,5.823,0.044,5.131,0.014,4.172,0.025,8.153,0.027,6.817,0.031,6.218,0.024,1.336,0.599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2.53269E+17,12.99731,0.73689253,0.205507738,3.585716714,1357.04999,378.4599002,10.66297923,0.412270758,2.334330769,0.731066132,0.276900707,-0.349757576,0.235036091,230,10184.37,11,279.8632,12.99731,42.17234,16.71696,83.98946,11.4269,1.833449,NaN,NaN,2.53269E+17,0.374294319,2,17.8047,0.008962,12.454,-999,15.3903,0.035676,10.317,-999,11.027,-999,68,0.413978397,37,391258919,4,4.6,-2.1,4.7,ucac4,NaN,NaN,,0.435866358,0,https://talk.diskdetective.org/#/subjects/AWI0002ozz
AWI0001de4,234.6710417,-51.902,26678,234.6710554,-51.9020177,0.0706455,J153841.05-515407.2,AWI0001de4,0.533333333,327.2544665,2.8918603,7.819,0.026,7.714,0.021,6.933,0.018,6.304,0.056,9.738,0.021,8.595,0.033,7.981,0.026,1.143,0.614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.88916E+18,15.2182,0.734149289,0.173789416,4.224361338,1362.120778,322.4441919,10.67107809,0.350027914,4.547121911,-8.430357872,0.356860384,-4.179591547,0.266451883,239,4040.115,14,129.404,15.2182,22.40087,19.43411,41.51827,13.54159,2.01065,NaN,NaN,5.88916E+18,0.026681839,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001de4
AWI0002aw5,279.296375,2.409777778,108142,279.2963871,2.4098003,0.092022201,J183711.13+022435.2,AWI0002aw5,0.6,33.4551573,4.2687995,6.258,0.086,6.295,0.024,5.521,0.015,4.709,0.025,8.309,0.02,7,0.027,6.401,0.02,1.309,0.599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.27989E+18,13.64105,0.730306803,0.175870976,4.152514644,1369.287533,329.7489955,10.68247327,0.35620532,2.95857673,-1.948517672,0.258646542,-6.504467105,0.236754174,168,3967.112,11,125.4829,13.64105,21.99103,17.92677,38.82613,11.95523,2.026715,NaN,NaN,4.27989E+18,0.097034752,7,19.8085,0.074626,12.934,-999,16.664,0.075197,10.543,-999,11.34,-999,66,0.086222404,26,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002aw5
AWI0005ay4,230.28675,-33.5255,267126,230.2867561,-33.5255202,0.074988899,J152108.82-333131.8,AWI0005ay4,1,335.4927842,19.7150455,6.605,0.072,6.437,0.024,5.693,0.015,4.74,0.027,8.051,0.024,7.142,0.065,6.689,0.023,0.909,0.453,14.604,1.598,16.202,15.393,13.665,11.265,0.097,0.151,0.115,0.135,0.076,0.111,16497600,0.179617485,0,6.20646E+18,12.04689,0.72978056,0.193847664,3.764711646,1370.274923,363.9787191,10.68403855,0.392916388,1.362851451,-6.474263689,0.262480717,-2.191590905,0.202320197,119,2195.406,9,179.032,12.04689,34.72491,14.70092,67.86703,10.59084,1.692314,NaN,NaN,6.20646E+18,0.0511625,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88901990,-9.5,2.2,5.1,2.1,ucac4,NaN,NaN,,0.052185399,0,https://talk.diskdetective.org/#/subjects/AWI0005ay4
AWI0004ndq,17.26020833,57.02533333,257948,17.2602457,57.0253472,0.088613959,J010902.45+570131.2,AWI0004ndq,0.866666667,125.3376301,-5.7640794,6.771,0.064,6.83,0.02,6.321,0.015,5.553,0.044,8.407,0.024,7.438,0.016,6.986,0.026,0.969,0.452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.1351E+17,12.41388,0.726570749,0.086675392,8.382664751,1376.328459,164.1874631,10.69361045,0.176511786,1.720269549,1.547320742,0.095775251,-0.504182604,0.108673401,774,11415.39,20,167.4836,12.41388,29.88663,15.15283,64.86556,10.95676,1.689133,NaN,NaN,4.1351E+17,0.044519855,4,15.5795,0.03087,11.748,-999,13.137,-999,10.251,-999,10.711,-999,65,0.061742826,35,453180219,-0.8,2.5,-1.5,3.5,ucac4,NaN,NaN,,0.058830244,0,https://talk.diskdetective.org/#/subjects/AWI0004ndq
AWI0004mwx,302.6842917,26.16161111,250150,302.6843269,26.1616191,0.117422275,J201044.23+260941.8,AWI0004mwx,0.666666667,65.1066397,-4.0063564,6.195,0.084,6.109,0.03,5.542,0.016,4.743,0.029,8.043,0.026,6.843,0.018,6.355,0.02,1.2,0.488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,1.8356E+18,12.53754,0.724057854,0.098413893,7.357272737,1381.105107,187.7197104,10.70113366,0.201157504,1.836406343,-0.606580449,0.141898303,-3.997882693,0.149303005,463,7896.92,15,357.4992,12.53754,49.41597,15.90161,110.369,11.02167,1.75404,NaN,NaN,1.8356E+18,0.028828338,11,17.1798,0.022283,12.109,-999,14.7632,0.023091,10.041,-999,10.737,-999,80,0.231707529,23,245148462,-0.3,4.6,-0.4,4.6,ucac4,NaN,NaN,,0.110761912,0,https://talk.diskdetective.org/#/subjects/AWI0004mwx
AWI0004hhs,262.46325,-42.41891667,227856,262.4632505,-42.418939,0.08041098,J172951.18-422508.1,AWI0004hhs,0.6,346.8871449,-4.5082817,6.346,0.084,6.033,0.04,5.232,0.016,4.583,0.026,7.989,0.026,6.961,0.046,6.437,0.023,1.028,0.524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.95875E+18,13.31314,0.706483874,0.220470039,3.20444391,1415.460475,441.7179749,10.75448873,0.462580261,2.558651267,-4.02958011,0.346776177,-2.397540165,0.274359522,142,5156.425,10,45.58408,13.31314,9.835753,17.06257,16.01081,11.61574,2.057343,NaN,NaN,5.95875E+18,0.071743098,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,218352335,-30.2,3.5,-3.1,3.4,ucac4,NaN,NaN,,0.227636156,2,https://talk.diskdetective.org/#/subjects/AWI0004hhs
AWI0004yhd,18.48833333,62.81725,155641,18.4883571,62.8172662,0.070206603,J011357.20+624902.1,AWI0004yhd,0.8,125.5000878,0.0579241,5.372,0.103,5.015,0.087,4.566,0.015,4.01,0.027,7.179,0.02,5.999,0.02,5.64,0.02,1.18,0.359,12.522,2.502,15.024,13.636,11.515,99.999,0.01,0.039,0.037,0.025,0.031,9.999,58479931,0.364848808,0,5.23041E+17,10.69081,0.699035307,0.071102358,9.831394115,1430.542908,145.5076351,10.77750444,0.150875634,-0.086694443,2.331568093,0.088696139,1.135521323,0.096956516,311,2467.821,19,280.3167,10.69081,55.12977,12.7938,108.3211,9.394543,1.511505,-40.37959591,0.547279873,5.23041E+17,0.329955418,6,13.6972,0.001057,10.2844,0.171101,11.8027,0.074055,9.31276,0.170851,9.23369,0.135513,31,0.303359859,56,54046310,6.6,4.5,6.6,4.7,ucac4,NaN,NaN,,0.447786397,0,https://talk.diskdetective.org/#/subjects/AWI0004yhd
AWI0002m3m,276.7095417,0.501888889,109125,276.7095766,0.5019052,0.138789056,J182650.29+003006.8,AWI0002m3m,0.571428571,30.5674211,5.7009681,5.988,0.093,5.673,0.039,5.113,0.014,4.438,0.029,8.121,0.027,6.836,0.044,6.225,0.024,1.285,0.611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.27329E+18,13.67006,0.694251063,0.206982315,3.354156433,1440.401107,429.4376651,10.79241723,0.442426487,2.877642768,-2.048588151,0.352833469,-4.008060513,0.348882515,137,4266.966,11,106.9104,13.67006,15.92864,18.34572,33.60295,11.96269,2.062788,NaN,NaN,4.27329E+18,0.273506473,5,19.5921,0.024972,12.798,-999,17.3592,0.004996,10.385,-999,11.189,-999,62,0.239053932,39,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002m3m
AWI0002oyy,55.447875,54.72230556,135051,55.447909,54.722327,0.104675869,J034147.49+544320.3,AWI0002oyy,0.866666667,145.9389798,-0.3539202,6.344,0.078,6.209,0.026,5.482,0.015,4.669,0.027,8.927,0.034,7.443,0.04,6.757,0.016,1.484,0.686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.44991E+17,14.06984,0.691631807,0.157963498,4.378428016,1445.856003,330.2226273,10.80062521,0.339008608,3.269214788,2.179005681,0.393262674,0.590640259,0.251426218,235,6141.25,13,327.2315,14.06984,38.79428,18.42233,101.9134,12.44942,1.90821,NaN,NaN,4.44991E+17,0.085781909,3,19.82,0.042811,13.401,-999,17.0268,0.029323,11.239,-999,11.946,-999,58,0.08426624,24,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002oyy
AWI0005hgl,257.8925833,-26.51205556,294868,257.8926158,-26.5120781,0.132385017,J171134.22-263043.4,AWI0005hgl,0.733333333,357.8615603,7.6204895,6.494,0.081,6.293,0.024,5.812,0.015,5.273,0.04,8.081,0.02,7.075,0.036,6.606,0.016,1.006,0.469,14.876,2.091,16.968,15.855,13.89,11.42,0,0,0,0.019,0.02,0.032,12823260,0.29561481,0,4.10888E+18,12.12963,0.673960573,0.171075472,3.939551163,1483.766321,376.6333421,10.85682755,0.377393318,1.272802455,-0.296719814,0.258666121,-1.83927644,0.156430199,136,1468.062,9,222.8797,12.12963,44.82803,14.81849,75.77424,10.66243,1.70712,NaN,NaN,4.10888E+18,0.010893884,27,15.8101,0.083844,11.491,-999,12.909,-999,9.961,-999,10.435,-999,53,0.017646511,67,325319817,-1,2.2,-2.8,2.3,ucac4,NaN,NaN,,0.165764266,0,https://talk.diskdetective.org/#/subjects/AWI0005hgl
AWI0001zzq,276.7715,-3.217083333,51696,276.7715232,-3.2171078,0.12129183,J182705.16-031301.5,AWI0001zzq,0.733333333,27.281297,3.9364954,7.204,0.048,7.098,0.021,6.283,0.016,5.145,0.033,9.528,0.022,8.078,0.031,7.447,0.017,1.45,0.631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.27E+18,15.35422,0.662587928,0.184037222,3.600293032,1509.233654,419.1974489,10.8937824,0.413397551,4.460437595,-6.051448321,0.364244816,-2.903078581,0.324546524,140,2447.216,11,97.92114,15.35422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.27E+18,0.095769613,3,21.4058,0.048378,15.2778,0.019156,18.7837,0.029721,12.3167,0.01402,13.3448,0.003226,61,0.122142351,38,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001zzq
AWI00020xk,283.3525417,8.948833333,64309,283.3525699,8.948846,0.110272762,J185324.61+085655.8,AWI00020xk,0.533333333,41.1303612,3.6329773,7.033,0.033,7.026,0.021,6.307,0.016,5.431,0.032,9.26,0.024,7.938,0.038,7.328,0.021,1.322,0.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.31037E+18,14.46742,0.660578961,0.170131118,3.882763877,1513.823568,389.8829845,10.90037631,0.383395864,3.567043688,-2.788568517,0.27054858,-7.271190355,0.269555066,195,5006.137,10,301.7852,14.46742,28.61724,18.67416,177.0454,12.82375,1.951153,NaN,NaN,4.31037E+18,0.085965823,8,20.0892,0.036599,14.0322,0.003563,17.5368,0.046864,11.939,-999,12.864,-999,65,0.074700654,42,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00020xk
AWI0004g89,232.053625,-61.88241667,182203,232.0536312,-61.882435,0.066833,J152812.87-615256.7,AWI0004g89,0.6,320.312411,-4.4219991,6.61,0.04,6.491,0.022,5.818,0.015,5.252,0.032,8.411,0.03,7.384,0.047,6.87,0.024,1.027,0.514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.87551E+18,13.06762,0.658664744,0.114466125,5.754232913,1518.223056,263.8445608,10.90667791,0.258749715,2.160942088,-3.451274769,0.15601897,-3.385621986,0.184798548,310,6543.749,14,106.0017,13.06762,18.06293,16.37905,30.89621,11.45358,1.918525,NaN,NaN,5.87551E+18,0.036874379,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,460918327,-23,5,-10.8,4.7,ucac4,NaN,NaN,,0.056327659,0,https://talk.diskdetective.org/#/subjects/AWI0004g89
AWI00028no,265.1691667,-22.22625,96289,265.1691955,-22.2262557,0.098254038,J174040.60-221334.5,AWI00028no,0.533333333,5.1353944,4.465921,6.338,0.088,6.349,0.022,5.789,0.015,5.251,0.04,8.036,0.023,6.947,0.033,6.516,0.024,1.089,0.431,13.903,2.175,16.078,14.947,12.958,11.079,0.02,0.045,0.04,0.056,0.027,0.19,11740568,0.737141153,0,4.11716E+18,12.02245,0.640991608,0.146566846,4.37337382,1560.082828,356.7229539,10.96573828,0.341025289,1.056711718,-2.915934161,0.210777417,-0.525047658,0.142169363,102,504.1594,8,80.37667,12.02245,11.41977,14.44203,30.04314,10.5581,1.72016,96.36498536,0.518763492,4.11716E+18,0.045295138,43,14.7065,0.009194,11.262,-999,12.562,-999,9.854,-999,10.312,-999,51,0.180689416,67,236471314,-5.5,2.2,-9.5,4.9,ucac4,NaN,NaN,,0.152029025,0,https://talk.diskdetective.org/#/subjects/AWI00028no
AWI0005prv,265.4522083,-47.62388889,340277,265.452219,-47.6239087,0.075870866,J174148.53-473726.0,AWI0005prv,0.733333333,343.5674011,-9.0559723,7.001,0.051,6.65,0.02,5.979,0.015,5.276,0.033,8.646,0.027,7.78,0.057,7.236,0.021,0.866,0.544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.9484E+18,12.06216,0.636169789,0.11028871,5.768222229,1571.907403,272.5115886,10.9821348,0.25868087,1.080025204,-3.44622071,0.17463901,-9.537366154,0.148027427,321,4771.649,12,764.9968,12.06216,9.876359,14.70539,24.58411,10.81703,1.4054,NaN,NaN,5.9484E+18,0.121103196,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0005prv
AWI0001f88,255.0175417,-38.68394444,42239,255.0175496,-38.6839617,0.065999401,J170004.21-384102.2,AWI0001f88,0.533333333,346.6237748,2.2616336,7.732,0.024,7.607,0.02,6.889,0.017,6.27,0.066,9.858,0.022,8.536,0.044,7.912,0.031,1.322,0.624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.97031E+18,14.90093,0.635126438,0.1501183,4.230839526,1574.489646,372.1459149,10.98569905,0.352714917,3.915230955,-7.130164841,0.254437737,-5.917773828,0.181775415,223,2745.159,12,261.4901,14.90093,16.37246,18.90936,111.0532,13.30381,1.872959,NaN,NaN,5.97031E+18,0.031262225,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001f88
AWI00056ed,189.23525,-52.58630556,252951,189.2352648,-52.5863214,0.065585435,J123656.46-523510.7,AWI00056ed,0.6,300.6953762,10.2225325,6.334,0.079,6.132,0.028,5.601,0.015,5.026,0.03,7.761,0.024,6.916,0.046,6.455,0.018,0.845,0.461,13.291,1.75,15.041,14.083,12.545,10.422,0.396,0.551,0.383,0.408,0.369,0.216,26600550,0.153739196,0,6.07803E+18,11.48013,0.633674058,0.145048254,4.368712061,1578.098372,361.227371,10.99067036,0.341631892,0.489459641,-8.991598888,0.163339252,3.452048895,0.111373808,460,9158.535,15,165.6121,11.48013,28.39044,13.86961,57.51959,10.07901,1.629534,NaN,NaN,6.07803E+18,0.047618536,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,160204439,-6.8,1.2,6.1,1.1,ucac4,NaN,NaN,,0.100959978,0,https://talk.diskdetective.org/#/subjects/AWI00056ed
AWI0002lpa,273.337875,-6.65575,94780,273.3378997,-6.6557691,0.111930724,J181321.09-063920.7,AWI0002lpa,0.647058824,22.6288101,5.3580775,7.357,0.046,7.21,0.033,6.347,0.026,5.41,0.039,9.38,0.021,8.227,0.029,7.686,0.024,1.153,0.541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.17263E+18,14.06021,0.630998425,0.152755046,4.130786124,1584.790009,383.653368,10.99985862,0.361403675,3.060351377,-7.235350795,0.242298162,-1.817404149,0.213934161,134,1355.128,10,84.11528,14.06021,10.78156,17.67588,29.41334,12.48733,1.839977,NaN,NaN,4.17263E+18,0.335775699,8,18.1169,0.385658,13.303,-999,16.3444,0.073018,11.458,-999,12.027,-999,58,0.358564127,46,383325424,1.9,8.9,-1.6,8.6,ucac4,NaN,NaN,,0.444227001,1,https://talk.diskdetective.org/#/subjects/AWI0002lpa
AWI0000zs1,79.75983333,39.31372222,3100,79.7598612,39.3137466,0.117158549,J051902.36+391849.4,AWI0000zs1,0.733333333,168.3120587,1.0742915,6.308,0.085,6.242,0.026,5.707,0.015,4.828,0.029,8.092,0.023,6.939,0.031,6.497,0.02,1.153,0.442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,1.87963E+17,12.32858,0.630676572,0.110663597,5.699042745,1585.598776,278.2219483,11.00096651,0.261961234,1.327613491,0.922224984,0.169667269,-0.847924418,0.121329687,313,4146.865,12,301.4645,12.32858,56.97258,15.19137,101.6053,10.84968,1.715836,NaN,NaN,1.87963E+17,0.043380258,4,15.9895,0.017805,11.675,-999,13.402,-999,9.972,-999,10.545,-999,57,0.05613195,31,409002102,0.2,6.5,-1.2,6.2,ucac4,NaN,NaN,,0.140141136,0,https://talk.diskdetective.org/#/subjects/AWI0000zs1
AWI000674l,314.4735,24.80619444,341756,314.4735224,24.8062212,0.120978142,J205753.64+244822.3,AWI000674l,1,70.3011894,-13.4249756,6.335,0.101,6.056,0.037,5.453,0.015,5.011,0.032,8.108,0.026,7.279,0.02,6.831,0.018,0.829,0.448,15.313,1.217,16.531,15.832,14.2,11.624,0.348,0.355,-0.068,0,0.418,1.463,45719261,0.248560687,0,1.84279E+18,12.03021,0.626115841,0.129165696,4.847384892,1597.148538,329.4866353,11.01672654,0.308124065,1.013483459,-2.732318307,0.191298801,-9.223241809,0.166213104,340,7591.284,12,48.37888,12.03021,8.268345,14.94514,21.12202,10.38154,1.994892,NaN,NaN,1.84279E+18,0.130729616,0,16.8047,0.005099,11.406,-999,12.819,-999,9.928,-999,10.319,-999,59,0.085575503,43,247284838,-4.4,3.3,-5.1,3.5,ucac4,NaN,NaN,,0.05395319,0,https://talk.diskdetective.org/#/subjects/AWI000674l
AWI0002er6,225.6924167,-52.13069444,105992,225.6924545,-52.1307017,0.087593152,J150246.18-520750.5,AWI0002er6,0.666666667,322.4726677,5.6872414,6.968,0.046,7.003,0.019,6.261,0.014,5.341,0.038,8.639,0.029,7.61,0.034,7.252,0.024,1.029,0.358,13.308,2.256,15.564,14.368,12.428,11.097,0.084,0.138,0.11,0.072,0.055,0.034,26755229,0.428694536,0,5.90018E+18,11.83223,0.610823106,0.071301502,8.566763554,1637.135188,191.1031135,11.07042272,0.174612142,0.761807284,-5.729982515,0.14390494,-9.116893674,0.13239505,219,997.3981,11,281.1022,11.83223,49.24722,13.4783,130.437,10.62274,1.458808,-36.32733282,0.645480133,5.90018E+18,0.103961842,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,370188297,-2.7,1.7,-1,1.7,ucac4,NaN,NaN,,0.083858237,0,https://talk.diskdetective.org/#/subjects/AWI0002er6
