Name,RA,DEC,MatchID,MatchRA,MatchDEC,dstArcSec,designation,ZooniverseID,goodFraction,glon,glat,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,j_h,h_k,A_Vmag,A_B_V,A_Bmag,A_gMag,A_rMag,A_iMag,A_Verr,A_B_Verr,A_Berr,A_gErr,A_rErr,A_iErr,A_objid,A_dstArcSec,A_contamination,G_source_id,G_phot_g_mean_mag,G_parallax,G_parallax_error,256,G_distance,G_distance_error,G_dist_mod,,,G_pmra,G_pmra_error,G_pmdec,G_pmdec_error,G_astrometric_n_good_obs_al,G_astrometric_chi2_al,G_visibility_periods_used,G_phot_g_mean_flux_over_error,G_phot_g_mean_mag1,G_phot_bp_mean_flux_over_error,G_phot_bp_mean_mag,G_phot_rp_mean_flux_over_error,G_phot_rp_mean_mag,G_phot_bp_rp_excess_factor,G_radial_velocity,G_radial_velocity_error,G_objid,G_dstArcSec,G_contamination,P_gMeanPSFMag,P_gMeanPSFMagErr,P_iMeanPSFMag,P_iMeanPSFMagErr,P_rMeanPSFMag,P_rMeanPSFMagErr,P_yMeanPSFMag,P_yMeanPSFMagErr,P_zMeanPSFMag,P_zMeanPSFMagErr,P_nDetections,P_dstArcSec,P_contamination,T_id,T_pmRA,T_e_pmRA,T_pmDEC,T_e_pmDEC,T_PMflag,T_plx,T_e_plx,T_PARflag,T_dstArcSec,T_contamination,ZooniverseURL
AWI0003o3l,186.2159583,-65.70238889,173884,186.2159634,-65.7024133,0.088199911,J122451.83-654208.6,AWI0003o3l,0.733333333,300.199684,-2.971654,7.807,0.024,7.452,0.02,6.805,0.017,6.358,0.048,9.546,0.022,8.673,0.038,8.238,0.023,0.873,0.435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.86096E+18,13.99038,-0.096304983,0.083924083,-1.147524992,-10383.67871,9048.760404,#NUM!,,,-5.73954013,0.125322419,0.272808874,0.109718296,304,3435.382,19,25.99911,13.99038,3.038789,17.27982,8.327312,12.28581,2.083052,NaN,NaN,5.86096E+18,0.104713918,46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,450379120,-63.3,3.6,22.5,3.6,ucac4,NaN,NaN,,12.2125562,0,https://talk.diskdetective.org/#/subjects/AWI0003o3l
AWI0003d9l,152.7651667,-58.16244444,150776,152.7651872,-58.1624487,0.041895276,J101103.64-580944.8,AWI0003d9l,1,283.0624494,-1.6178399,6.094,0.094,5.892,0.042,5.158,0.016,4.254,0.032,8.982,0.032,7.313,0.059,6.449,0.031,1.669,0.864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.25842E+18,15.41801,-0.180726658,0.156065265,-1.158019741,-5533.21801,4778.172439,#NUM!,,,-4.506567353,0.315862652,2.662128029,0.284389122,220,4511.415,16,187.664,15.41801,10.70193,20.24157,51.83448,13.57076,2.343809,NaN,NaN,5.25842E+18,0.048991346,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,463040819,-8.6,3,-3.5,3.4,ucac4,NaN,NaN,,14.88909634,0,https://talk.diskdetective.org/#/subjects/AWI0003d9l
AWI0004h49,257.4035417,-47.52930556,237179,257.4035652,-47.5293191,0.075165415,J170936.85-473145.5,AWI0004h49,0.533333333,340.6318345,-4.4766283,6.963,0.052,6.939,0.019,6.255,0.017,5.483,0.039,8.705,0.02,7.59,0.051,7.113,0.026,1.115,0.477,99.999,99.999,18.723,17.349,99.999,99.999,9.999,9.999,0,-0.13,9.999,9.999,24039269,3.439692067,1,5.9508E+18,13.02974,-0.151416605,0.130559322,-1.159753297,-6604.295494,5694.569275,#NUM!,,,1.538088924,0.207061999,-3.794141038,0.193740237,198,3275.508,12,145.7967,13.02974,21.55348,15.97208,57.61957,11.53656,1.734138,NaN,NaN,5.9508E+18,0.069909767,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,381450034,3.2,2.5,-6.5,2.5,ucac4,NaN,NaN,,0.05610224,1,https://talk.diskdetective.org/#/subjects/AWI0004h49
AWI0001caf,212.3644167,-58.85852778,26260,212.3644215,-58.8585476,0.071925113,J140927.46-585130.7,AWI0001caf,0.733333333,312.8846181,2.4974325,7.697,0.026,7.607,0.02,6.897,0.017,6.048,0.041,10.102,0.023,8.649,0.026,7.968,0.026,1.453,0.681,15.835,0.686,16.521,16.134,15.511,15.367,0.089,0.091,0.019,0.085,0.025,0.176,28707219,12.69816681,0,5.86786E+18,15.72725,-0.28062146,0.241130474,-1.163774347,-3563.519344,3062.036341,#NUM!,,,-5.625352396,0.378453724,-4.433565836,0.449297606,238,4799.166,13,196.3714,15.72725,9.544565,20.17302,52.12139,13.9836,2.134869,NaN,NaN,5.86786E+18,0.066898309,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,210498683,-2,4.1,-4,4.2,ucac4,NaN,NaN,,12.1917976,0,https://talk.diskdetective.org/#/subjects/AWI0001caf
AWI0005kod,271.3026667,-4.873833333,340593,271.3026851,-4.8738361,0.066866009,J180512.64-045225.8,AWI0005kod,0.533333333,23.2447542,7.9850617,7.637,0.032,7.634,0.021,6.601,0.017,5.624,0.047,10.126,0.024,8.636,0.067,7.989,0.031,1.49,0.647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.17385E+18,15.86041,-0.257592668,0.221168872,-1.164687718,-3882.098066,3333.166483,#NUM!,,,-3.353333339,0.321388682,-4.165306547,0.277663022,131,1599.9,11,150.812,15.86041,13.99118,20.57897,42.19754,14.13295,2.100767,NaN,NaN,4.17385E+18,0.067422549,6,21.7824,0.229211,15.5712,0.041661,19.0848,0.045321,12.7964,0.010755,13.7687,0.019251,53,0.063285414,33,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0005kod
AWI000214k,284.8533333,11.87252778,68773,284.8533558,11.8725494,0.11101241,J185924.80+115221.1,AWI000214k,0.533333333,44.4120699,3.6413497,7.769,0.021,7.85,0.018,6.835,0.016,6.067,0.043,9.92,0.022,8.778,0.026,8.367,0.029,1.142,0.411,15.475,2.34,17.816,16.617,14.719,99.999,0,0.279,-0.279,0.052,0.073,9.999,42048073,14.09539244,0,4.31363E+18,14.16679,-0.184954147,0.158604442,-1.166134727,-5406.745479,4636.467259,#NUM!,,,-1.404418343,0.258483072,-2.891064251,0.214443905,124,1918.801,10,198.5008,14.16679,38.72781,17.36831,73.6169,12.63709,1.781438,NaN,NaN,4.31363E+18,0.059437587,12,18.1333,0.021406,13.385,-999,15.8858,0.0478,11.751,-999,12.303,-999,83,0.120564114,46,222438762,0.1,6.1,10.1,6.1,ucac4,NaN,NaN,,0.126215637,0,https://talk.diskdetective.org/#/subjects/AWI000214k
AWI0000xqm,154.880875,-55.90052778,81089,154.8808999,-55.9005511,0.097851135,J101931.41-555401.9,AWI0000xqm,0.533333333,282.7479196,0.9003543,8.159,0.023,8.072,0.02,7.448,0.02,6.988,0.073,10.641,0.023,9.223,0.024,8.496,0.034,1.418,0.727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.35501E+18,16.2273,-0.165432683,0.141796753,-1.166688791,-6044.754788,5181.120137,#NUM!,,,-4.42567955,0.252292937,3.622676437,0.253439711,228,2099.645,15,150.8998,16.2273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.35501E+18,0.05206638,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0000xqm
AWI0004htf,265.0987083,-39.65663889,239699,265.0987333,-39.6566547,0.08959977,J174023.69-393923.9,AWI0004htf,0.533333333,350.295387,-4.7029362,6.842,0.075,6.476,0.025,5.67,0.015,5.159,0.03,8.889,0.034,7.849,0.033,7.322,0.023,1.04,0.527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.96079E+18,13.51588,-0.202680326,0.171909196,-1.178996415,-4933.878004,4184.81171,#NUM!,,,-0.912024096,0.312250076,-2.741779752,0.252200167,137,2887.488,11,17.9178,13.51588,3.009809,16.74492,6.093738,11.72515,2.254198,NaN,NaN,5.96079E+18,0.022252412,46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0004htf
AWI0005klx,270.7347083,-5.6435,353763,270.7347494,-5.6435182,0.16105332,J180256.33-053836.6,AWI0005klx,0.6,22.2893221,8.1165983,7.408,0.026,7.348,0.019,6.873,0.016,6.224,0.055,9.497,0.023,8.224,0.051,7.636,0.024,1.273,0.588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.17229E+18,14.27394,-0.15792714,0.133930048,-1.179176313,-6332.033862,5369.878783,#NUM!,,,-5.025306078,0.207122731,-6.17889651,0.177556998,123,1068.153,11,100.596,14.27394,14.71782,17.85425,35.72349,12.70305,1.837511,NaN,NaN,4.17229E+18,0.076107207,4,18.8795,0.033177,13.9049,0.017982,16.3163,0.008464,11.6,-999,12.281,-999,48,0.084840933,32,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0005klx
AWI0001sin,221.8723333,-56.17847222,2673,221.872343,-56.1784885,0.061718351,J144729.36-561042.5,AWI0001sin,0.533333333,318.6174838,3.1179244,8.39,0.023,8.413,0.019,7.752,0.02,6.954,0.079,10.341,0.023,9.162,0.025,8.702,0.025,1.179,0.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.89313E+18,14.92464,-0.154790552,0.130934637,-1.182197132,-6460.3426,5464.691484,#NUM!,,,-6.648124724,0.244113431,-2.578952813,0.223103439,258,4036.245,14,271.4414,14.92464,29.06256,18.30364,74.07146,13.37206,1.812757,NaN,NaN,5.89313E+18,0.044459632,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001sin
AWI0002n3f,289.643625,24.196,120897,289.6436356,24.196007,0.042972184,J191834.47+241145.6,AWI0002n3f,0.8,57.4906905,5.2207434,7.124,0.048,7.207,0.02,6.447,0.015,5.686,0.042,8.833,0.021,7.739,0.02,7.293,0.018,1.094,0.446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2.02265E+18,13.31112,-0.09992938,0.083998784,-1.189652708,-10007.06695,8411.754862,#NUM!,,,-3.494550445,0.106355872,-6.058400294,0.132445948,366,4047.547,16,373.3084,13.31112,59.38784,16.42415,127.8253,11.78981,1.771274,NaN,NaN,2.02265E+18,0.069467388,10,17.2589,0.013849,12.661,-999,15.2813,0.005435,10.751,-999,11.399,-999,78,0.078284746,25,404308721,-7.2,8.7,-8.1,8.4,ucac4,NaN,NaN,,0.099361492,0,https://talk.diskdetective.org/#/subjects/AWI0002n3f
AWI0004k71,273.6035417,-26.36558333,225330,273.6035657,-26.3655897,0.080837417,J181424.85-262156.1,AWI0004k71,0.533333333,5.4007664,-4.257593,6.135,0.09,6,0.029,5.267,0.015,4.446,0.027,7.758,0.024,6.766,0.031,6.279,0.017,0.992,0.487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.06464E+18,12.5447,-0.230686155,0.193180832,-1.194146189,-4334.893878,3630.119929,#NUM!,,,-2.801290038,0.325524754,-1.793450998,0.277356707,113,1755.807,10,55.00106,12.5447,8.339232,16.00468,16.35541,10.95065,1.879723,NaN,NaN,4.06464E+18,0.088253598,48,15.9656,0.004874,11.534,-999,14.6942,0.001334,9.67,-999,10.303,-999,66,0.0739151,94,377995081,-9.5,3.7,22.8,5.2,ucac4,NaN,NaN,,0.332891827,0,https://talk.diskdetective.org/#/subjects/AWI0004k71
AWI0001z26,271.4012083,-14.44797222,50131,271.4012096,-14.4479839,0.042271276,J180536.29-142652.7,AWI0001z26,0.533333333,14.8555504,3.2929672,6.988,0.047,6.911,0.02,5.741,0.016,4.732,0.028,9.476,0.022,8.009,0.031,7.275,0.02,1.467,0.734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.14711E+18,15.39723,-0.345725506,0.288206007,-1.199577724,-2892.468103,2411.238592,#NUM!,,,-3.229185132,0.529309818,-2.824018482,0.469047758,132,4081.221,11,107.7572,15.39723,11.52447,20.00626,38.63335,13.59041,2.260328,NaN,NaN,4.14711E+18,0.109572946,5,21.1825,0.04847,15.3098,0.002115,18.7354,0.006365,-999,-999,13.5274,0.009355,13,0.071108398,42,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001z26
AWI0003sao,258.227375,-43.04038889,186753,258.2274023,-43.0404166,0.122929367,J171254.57-430225.4,AWI0003sao,0.8,344.6065487,-2.298499,7.027,0.028,6.959,0.017,6.219,0.015,5.157,0.029,9.749,0.021,8.148,0.029,7.421,0.031,1.601,0.727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.96559E+18,16.06337,-0.376945722,0.313653512,-1.201790216,-2652.901843,2207.458347,#NUM!,,,-1.669991324,0.336824497,-5.495745023,0.298228642,208,2492.672,12,160.0053,16.06337,6.826061,21.41106,34.53589,14.28817,2.19057,NaN,NaN,5.96559E+18,0.05751385,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0003sao
AWI0004zua,189.5717917,-62.43925,118846,189.571793,-62.4392559,0.021355796,J123817.23-622621.3,AWI0004zua,0.533333333,301.4113617,0.3937407,8.025,0.023,7.948,0.019,7.382,0.024,6.566,0.056,11.683,0.024,9.522,0.022,8.544,0.019,2.161,0.978,15.616,0.83,16.446,16.056,15.278,15.049,0.047,0.105,0.094,0.077,0.114,0.163,30796004,13.41752299,0,6.05389E+18,18.81965,-0.3730866,0.310339803,-1.202187398,-2680.342849,2229.554937,#NUM!,,,-6.33420145,0.47701708,2.060892801,0.497617304,287,729.5381,17,241.7581,18.81965,3.286113,21.46888,63.2473,16.90931,2.538808,NaN,NaN,6.05389E+18,0.029660951,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,338408690,-0.6,4.7,-1.7,4.5,ucac4,NaN,NaN,,13.10764763,1,https://talk.diskdetective.org/#/subjects/AWI0004zua
AWI0005979,269.8616667,-0.840611111,246092,269.8616904,-0.8406365,0.125109481,J175926.80-005026.2,AWI0005979,0.933333333,26.1650321,11.1547877,7.185,0.036,7.053,0.02,6.431,0.015,5.809,0.046,8.972,0.023,8.008,0.036,7.575,0.024,0.964,0.433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.17922E+18,13.32743,-0.154447879,0.127901061,-1.207557456,-6474.676148,5361.795513,#NUM!,,,-3.345078346,0.214877905,-5.144061886,0.18590706,170,3189.701,11,99.77471,13.32743,16.10867,16.40284,19.03235,11.74069,1.880193,NaN,NaN,4.17922E+18,0.070550096,1,17.2213,0.005267,12.595,-999,15.1146,0.000994,10.821,-999,11.428,-999,66,0.083403488,28,104247184,-5.5,9.2,-6.9,8.8,ucac4,NaN,NaN,,0.16696007,1,https://talk.diskdetective.org/#/subjects/AWI0005979
AWI0005ltf,289.2632917,28.85083333,298119,289.2633008,28.8508472,0.05763144,J191703.19+285103.0,AWI0005ltf,0.6,61.502824,7.6478262,6.962,0.055,6.653,0.023,5.856,0.015,5.261,0.035,8.187,0.034,7.397,0.023,7.031,0.02,0.79,0.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2.03823E+18,13.20706,-0.118701416,0.097035135,-1.223282839,-8424.499362,6886.796,#NUM!,,,-2.525303115,0.142598235,-4.36302333,0.146815989,287,5187.336,16,29.2188,13.20706,4.146461,15.63564,9.858786,11.11032,3.016758,NaN,NaN,2.03823E+18,0.090874777,4,15.7276,0.004222,11.564,-999,13.31,-999,10,-999,10.538,-999,56,0.101702499,36,403981623,-7.9,10.6,-10,11.1,ucac4,NaN,NaN,,0.115028574,0,https://talk.diskdetective.org/#/subjects/AWI0005ltf
AWI0005bsf,276.498875,31.49722222,234107,276.4988792,31.4972332,0.041569723,J182559.73+312950.0,AWI0005bsf,0.933333333,59.3994187,18.8023457,6.839,0.059,6.481,0.022,6.076,0.016,5.7,0.042,8.577,0.019,7.759,0.021,7.34,0.016,0.818,0.419,12.202,1.678,13.88,12.921,11.276,10.14,0,0.009,-0.009,0,0.428,0.28,48645937,0.137997673,0,4.59162E+18,12.79155,-0.082464675,0.067070493,-1.229522435,-12126.40438,9862.694684,#NUM!,,,-2.559436597,0.111599098,-1.54376242,0.124739329,274,3824.275,17,28.05367,12.79155,3.075657,14.97351,9.898014,10.85456,2.634665,NaN,NaN,4.59162E+18,0.091507003,1,15.9289,0.174444,11.364,-999,12.465,-999,10.201,-999,10.562,-999,48,0.0892012,40,24060103,-2.06041,2.58783,2.12207,2.38395,tgas,NaN,NaN,,0.133409639,0,https://talk.diskdetective.org/#/subjects/AWI0005bsf
AWI0003rwd,255.172125,-46.54111111,186792,255.1721323,-46.5411297,0.069318382,J170041.31-463228.0,AWI0003rwd,0.533333333,340.5022275,-2.6676798,6.235,0.075,6.138,0.025,5.409,0.015,4.355,0.032,9.267,0.023,7.456,0.029,6.623,0.023,1.811,0.833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.96313E+18,15.80725,-0.269880843,0.219323526,-1.230514793,-3705.338959,3011.210415,#NUM!,,,-3.382579128,0.31571099,-5.910862073,0.27185273,219,3332.855,11,141.3926,15.80725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.96313E+18,0.034717831,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0003rwd
AWI0003f76,226.9794583,-60.09927778,157305,226.9794723,-60.0992864,0.039896256,J150755.07-600557.4,AWI0003f76,0.533333333,319.1760767,-1.6043786,7.955,0.022,7.908,0.02,7.102,0.021,6.125,0.051,10.395,0.021,8.927,0.021,8.346,0.021,1.468,0.581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.87651E+18,15.99337,-0.175490947,0.141031896,-1.24433516,-5698.299628,4579.392925,#NUM!,,,-6.273028272,0.165873623,-4.248361787,0.210338282,388,3854.455,16,198.1001,15.99337,11.15481,20.46646,57.41741,14.27983,2.076516,NaN,NaN,5.87651E+18,0.113722485,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454551865,-5.2,4.2,-17.1,4.1,ucac4,NaN,NaN,,15.30940148,0,https://talk.diskdetective.org/#/subjects/AWI0003f76
AWI0002fbw,241.165125,-45.44652778,108516,241.1651661,-45.4465541,0.140552219,J160439.63-452647.5,AWI0002fbw,0.866666667,334.6689307,5.1859116,8.257,0.023,8.11,0.019,6.931,0.017,5.992,0.046,10.469,0.024,9.31,0.022,8.79,0.019,1.159,0.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.99121E+18,14.98168,-0.144041713,0.115455698,-1.247592937,-6942.433385,5564.662303,#NUM!,,,-6.369535981,0.232669035,-3.725923057,0.160965052,405,3770.663,14,152.3018,14.98168,31.67787,18.27495,93.21546,13.41198,1.843748,NaN,NaN,5.99121E+18,0.061011575,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,161310770,3.8,7.2,7,7.1,ucac4,NaN,NaN,,12.67681181,0,https://talk.diskdetective.org/#/subjects/AWI0002fbw
AWI00018cj,292.24475,20.22236111,23034,292.2447811,20.2223818,0.128781112,J192858.74+201320.5,AWI00018cj,6.322580645,55.110735,1.2280767,8.202,0.021,8.093,0.019,7.598,0.023,6.967,0.086,11.595,0.02,9.646,0.022,8.721,0.018,1.949,0.925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2.01771E+18,18.37727,-0.296656164,0.237521396,-1.248966067,-3370.905855,2698.957117,#NUM!,,,-1.924858233,0.291829076,-4.08284032,0.394425518,363,812.4271,15,219.4951,18.37727,5.967404,21.03006,86.12085,16.53779,2.382234,NaN,NaN,2.01771E+18,0.079686289,14,23.17,-999,18.7392,0.0091,19.225,-999,14.8315,0.003489,16.4013,0.006819,51,0.076864818,47,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00018cj
AWI00025ay,238.3495417,-47.57697222,89174,238.3495739,-47.5769862,0.09305877,J155323.89-473437.1,AWI00025ay,0.8,331.7999566,4.8352359,6.85,0.059,6.798,0.019,6.172,0.015,5.403,0.038,8.839,0.024,7.563,0.026,7.014,0.018,1.276,0.549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.98458E+18,13.75956,-0.178326192,0.142497054,-1.251437743,-5607.7012,4481.006929,#NUM!,,,-8.409006549,0.296961459,-2.629889338,0.204072434,273,5073.669,13,116.1714,13.75956,20.92988,17.57934,40.15761,12.17484,1.855363,NaN,NaN,5.98458E+18,0.00983178,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,255020661,-2.6,4.9,1.3,5.1,ucac4,NaN,NaN,,0.16222083,0,https://talk.diskdetective.org/#/subjects/AWI00025ay
AWI0001z08,271.1243333,-14.59516667,54691,271.1243672,-14.5951836,0.132803407,J180429.84-143542.6,AWI0001z08,0.666666667,14.5959982,3.4553149,7.172,0.031,7.105,0.019,6.163,0.016,5.1,0.032,9.527,0.023,8.171,0.033,7.528,0.033,1.356,0.643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.14701E+18,14.96369,-0.265725024,0.211389328,-1.25704087,-3763.288772,2993.768031,#NUM!,,,-0.35502301,0.291776294,0.39808631,0.236544256,138,1556.163,10,116.2169,14.96369,8.786264,18.97502,30.92723,13.2757,2.034808,NaN,NaN,4.14701E+18,0.079259016,14,20.3129,0.026228,14.7039,0.041016,17.6535,0.002914,11.722,-999,12.444,-999,67,0.086647784,50,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001z08
AWI00056dd,186.3438333,-51.86616667,223601,186.3438554,-51.866172,0.052677869,J122522.52-515158.2,AWI00056dd,0.6,298.8413374,10.798526,6.85,0.056,6.497,0.022,5.756,0.015,5.19,0.029,8.637,0.019,7.776,0.047,7.278,0.024,0.861,0.498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,6.07757E+18,13.70104,-0.155968538,0.123502298,-1.262879643,-6411.549491,5076.928374,#NUM!,,,-5.486383461,0.178873804,0.282733967,0.116488226,325,5011.501,16,37.7406,13.70104,5.399585,17.35432,9.291926,11.80642,2.46467,NaN,NaN,6.07757E+18,0.015212604,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21006902,-3.3,3.5,-2,3.5,ucac4,NaN,NaN,,0.092622189,0,https://talk.diskdetective.org/#/subjects/AWI00056dd
AWI0005bus,282.0419167,45.64391667,260932,282.0419357,45.6439362,0.085086054,J184810.06+453838.1,AWI0005bus,0.8,75.039375,19.5671747,6.296,0.085,5.96,0.041,5.268,0.014,4.699,0.024,8.181,0.024,7.409,0.076,6.932,0.027,0.772,0.477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2.11898E+18,12.95669,-0.108006567,0.08446266,-1.278749299,-9258.696284,7240.43117,#NUM!,,,-1.505195373,0.152060942,-4.940626346,0.165738128,217,3700.094,16,22.95224,12.95669,2.598524,15.4769,7.383505,10.87211,2.977692,NaN,NaN,2.11898E+18,0.032945083,0,13.3149,0.001,10.239,0.010702,15.4504,0.000756,10.1887,0.048703,10.1797,0.402305,26,0.060802547,34,351805312,-3.8,6.3,1.3,6.2,ucac4,NaN,NaN,,0.034118183,0,https://talk.diskdetective.org/#/subjects/AWI0005bus
AWI0001mki,281.134,2.892,6511,281.1340184,2.8920051,0.068656085,J184432.16+025331.2,AWI0001mki,0.733333333,34.721471,2.8528604,7.554,0.027,7.348,0.02,6.244,0.017,5.078,0.027,10.278,0.023,8.718,0.042,8.005,0.027,1.56,0.713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.28019E+18,15.90979,-0.275742185,0.215302491,-1.280719898,-3626.576041,2831.669944,#NUM!,,,-3.655505725,0.347068358,-5.555852754,0.286879685,149,1929.439,11,140.0435,15.90979,9.136658,20.49489,46.62057,14.18078,2.104975,NaN,NaN,4.28019E+18,0.014999059,5,21.8406,0.173372,15.8734,0.022405,19.5284,0.016263,12.7904,0.006644,13.9496,0.012566,49,0.031669613,46,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001mki
AWI000271t,259.5020833,-30.3155,108168,259.5021128,-30.3155113,0.100203563,J171800.50-301855.8,AWI000271t,0.533333333,355.5606498,4.268958,8.038,0.025,7.97,0.021,7.147,0.018,6.239,0.071,9.918,0.022,8.719,0.042,8.216,0.031,1.199,0.503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.05917E+18,14.59358,-0.210437912,0.162218603,-1.297248945,-4751.995459,3663.13303,#NUM!,,,-2.781214511,0.255489419,-6.105983282,0.171333881,158,1708.673,11,150.7316,14.59358,22.39701,17.91963,52.13274,12.99964,1.883513,NaN,NaN,4.05917E+18,0.009206506,48,18.8679,0.017202,14.3201,0.002259,17.0039,0.014258,11.9129,0.001,12.9177,0.001002,25,0.102731925,72,153134570,-16.1,12.3,-3.2,11.5,ucac4,NaN,NaN,,0.149641862,1,https://talk.diskdetective.org/#/subjects/AWI000271t
